style-scope src,yt-simple-endpoint href,style-scope,yt-simple-endpoint,yt-simple-endpoint href 2,yt-core-attributed-string,style-scope 3,,,
https://yt3.ggpht.com/cT0_46baO58YG5w5bCPp1_f7RzwYi55PMve9FVrtjTj7mUqEA3t0ESDZnv931EE3TvX8a2ll=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@yntkts1294,@yntkts1294,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgwWJF1SbWO4hO2SY5F4AaABAg,Aku orang garut tapi gak suka burayot kenapa yak,,,,
,https://www.youtube.com/@ratnasuminar1182,@ratnasuminar1182,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgwF29IrPHsq42Q2LoV4AaABAg,Pokus ke wajan ny,,,,
,https://www.youtube.com/@ujangcikawung8132,@ujangcikawung8132,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgwYILQeD7BKRALDgMJ4AaABAg,Burayot....baru tau...,Terjemahkan ke bahasa Indonesia,,,
,https://www.youtube.com/@ditofaizal182,@ditofaizal182,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgyNVbev_jVmzIJb2dl4AaABAg,"Tanya tanya ndiri,jawab jawab ndiri",,,,
,https://www.youtube.com/@hendiprasetyo1419,@hendiprasetyo1419,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgylT9OSgfCnYO2aT9Z4AaABAg,Mirip ijib relep..,,,,
,https://www.youtube.com/@rizalshobry8371,@rizalshobry8371,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgzyJFS72-tC61BinYh4AaABAg,Nggak pernah makan ini harus coba suatu hari orang Indonesia kuliner Indonesia kok banyak nggak tau jadi malu aku,,,,
,https://www.youtube.com/@cisco639,@cisco639,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgxCe0BWQ8cxbrteZnd4AaABAg&pp=0gcJCSMANpG00pGi,Wajan bukan sembarang wajan,,,,
,https://www.youtube.com/@demaymartin7595,@demaymartin7595,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgwS3EsiIZAyJ4wy7Bh4AaABAg&pp=0gcJCSMANpG00pGi,Salfok sama wajan nya,,,,
,https://www.youtube.com/@muhmadelpan5223,@muhmadelpan5223,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgxvDhkgkQFbUGHLzax4AaABAg,Enak bang aku orang Garut,,,,
,https://www.youtube.com/@kartikayts,@kartikayts,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgwxYNuvRzTVBJWoxGB4AaABAg,Oh Tolpit,Terjemahkan ke bahasa Indonesia,,,
,https://www.youtube.com/@norayentiolla4693,@norayentiolla4693,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgyF7yEdMWGJectwS1R4AaABAg,Kae biji,Terjemahkan ke bahasa Indonesia,,,
,https://www.youtube.com/@pelangijingga7612,@pelangijingga7612,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgylFqB1swsI_1qgriR4AaABAg,Kanjut,Terjemahkan ke bahasa Indonesia,,,
,https://www.youtube.com/@mochakbar1591,@mochakbar1591,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgzxxL2IRp3LPFSvDrJ4AaABAg,Sini bang ke leles kota burayot:v,Terjemahkan ke bahasa Indonesia,,,
,https://www.youtube.com/@renitakiswanto593,@renitakiswanto593,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=Ugw0WQRCXVfYiWX52pJ4AaABAg,"Kuali ny gak bisa di bersihkan ya...
Law bagian bawah sich law tll dibersihkan bisa bikin bocor...tp tau law bagian atas..",,,,
https://yt3.ggpht.com/vPrrJaBXQNkOKNefG5bqtOgFlOUV9n8UCDUG7qI0EfQkJwjSHQ9qAsbPeilKp0at1Kh0Uo_8=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@cisco639,@cisco639,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgxCe0BWQ8cxbrteZnd4AaABAg&pp=0gcJCSMANpG00pGi,Wajan bukan sembarang wajan,,,,
https://yt3.ggpht.com/ytc/AIdro_lRcX0HJX5l2ZewiXiTm_0ntN7objJonl6jzhOw85qkvf0=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@demaymartin7595,@demaymartin7595,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgwS3EsiIZAyJ4wy7Bh4AaABAg&pp=0gcJCSMANpG00pGi,Salfok sama wajan nya,,,,
https://yt3.ggpht.com/ytc/AIdro_mNEAv5MPjwUYT_oMN-I_oKxZXRDcwTzQ5m2dLC8BLZIN_r2XL_arB8rM0NkGGWBLQJXQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@muhmadelpan5223,@muhmadelpan5223,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgxvDhkgkQFbUGHLzax4AaABAg,Enak bang aku orang Garut,,,,
https://yt3.ggpht.com/8XjVmRpGL75Meamk8kjCle7TH848ZOFLbY6AxqWlBYB4RbARbi3sKi0FYWysDfZHTn3-C8EvlQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@kartikayts,@kartikayts,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgwxYNuvRzTVBJWoxGB4AaABAg,Oh Tolpit,Terjemahkan ke bahasa Indonesia,,,
https://yt3.ggpht.com/ytc/AIdro_mZh2iH_0BHUdkqB5t3oE4T7XRwrtT8YrTbQG1QgXk=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@norayentiolla4693,@norayentiolla4693,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgyF7yEdMWGJectwS1R4AaABAg,Kae biji,Terjemahkan ke bahasa Indonesia,,,
,https://www.youtube.com/@afif4490,@afif4490,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgzvSBHQK_QWFHygSrR4AaABAg,"BURAYOT ""burung bapak peyot""",Terjemahkan ke bahasa Indonesia,,,
,https://www.youtube.com/@susilawatichannel6445,@susilawatichannel6445,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=Ugxs7yBKzk7g2Yznb5F4AaABAg,Birayot,Terjemahkan ke bahasa Indonesia,,,
,https://www.youtube.com/@al-kahfi.kekinianwongkito5355,@al-kahfi.kekinianwongkito5355,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=Ugw0DeeOSYqrwO9_1QB4AaABAg,Kayak itumu kang   hihihi biji itu,Terjemahkan ke bahasa Indonesia,,,
https://yt3.ggpht.com/ytc/AIdro_leud7ejlqz08tedT1dFI24w8_ats9SV8MPBzpJPp2EjsE=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@susilawatichannel6445,@susilawatichannel6445,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=Ugxs7yBKzk7g2Yznb5F4AaABAg,Birayot,Terjemahkan ke bahasa Indonesia,,,
https://yt3.ggpht.com/ytc/AIdro_l1lgroSlWoUa8v9xt5O2Z3t1XkiQU2J5ldgkMAmFdQqw=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@al-kahfi.kekinianwongkito5355,@al-kahfi.kekinianwongkito5355,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=Ugw0DeeOSYqrwO9_1QB4AaABAg,Kayak itumu kang   hihihi biji itu,Terjemahkan ke bahasa Indonesia,,,
https://yt3.ggpht.com/VjbPq_jkd-iFoc0UjTiizxyNXZF8paJaTxsR5vpo0b9BgjDujEvzq2UKfvtvCxKXmt587wDK4g=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@YDH_Y,@YDH_Y,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=Ugy-oXBIMsQ7p-vqztd4AaABAg,Mirip kanjut badag,Terjemahkan ke bahasa Indonesia,,,
https://yt3.ggpht.com/ytc/AIdro_kUq_hTggXCnnegvwxLtp5WS5RN_UnQn2FznYctVpw6suQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@babontv37,@babontv37,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgydDZiim3ZfIM7lxrh4AaABAg,Terinspirasi dari buah biji pria sejati,,,,
,https://www.youtube.com/@lara_343,@lara_343,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=Ugx3T_sQXUqjPac5RCN4AaABAg,Wajannya itu kok ampe hitam.kan bisa selesai jualan di gosok tiap hari biar bersi tu wajannya.,,,,
,https://www.youtube.com/@andrewdrewana6308,@andrewdrewana6308,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgzHlnepvVk5XpGAxr14AaABAg,Kirain bungkus telor si otong,,,,
,https://www.youtube.com/@bagasnw3832,@bagasnw3832,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgzoNx41oj9G7e-eKTt4AaABAg,jadi inget preman pensiun,,,,
,https://www.youtube.com/@nazwaish,@nazwaish,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=Ugz4eTNudLV9EEs1sPt4AaABAg,enak tp minyaknya bnyk bgt,,,,
,https://www.youtube.com/@WanzzXD218,@WanzzXD218,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgzfHSCwIYvmhOyz1Qp4AaABAg&pp=0gcJCSMANpG00pGi,Kayak Dalgona kendi,Terjemahkan ke bahasa Indonesia,,,
,https://www.youtube.com/@umammasadad3322,@umammasadad3322,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgyAISTFQr5LMGcPH_h4AaABAg,Enak,,,,
,https://www.youtube.com/@riositanggang3468,@riositanggang3468,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=Ugw2UR0TcIXiBI12Z1J4AaABAg&pp=0gcJCSMANpG00pGi,Kualinya seram,Terjemahkan ke bahasa Indonesia,,,
,https://www.youtube.com/@olliviaeunoia1703,@olliviaeunoia1703,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=Ugw3ktmEER4uEqOgTOB4AaABAg,tolpit ya ini?,,,,
,https://www.youtube.com/@newbie5519,@newbie5519,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgyPuAiJhlPzok0QjcB4AaABAg,bentuknya bikin salfok,,,,
,https://www.youtube.com/@applepie_keyshaa,@applepie_keyshaa,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgzeU4MStnXKBQlUU7B4AaABAg&pp=0gcJCSMANpG00pGi,Gwa kira mo bikin dalgona candy di squid game,,,,
,https://www.youtube.com/@jo_jo3693,@jo_jo3693,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgzXBN9ETB5jmYy08Wl4AaABAg,"Waduhhh, apakan tuh",,,,
https://yt3.ggpht.com/ytc/AIdro_nD06BxrmsvF4Ih3eScWcn7__IFAvzCWjncH7oWr5Q=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@umammasadad3322,@umammasadad3322,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgyAISTFQr5LMGcPH_h4AaABAg,Enak,,,,
https://yt3.ggpht.com/ytc/AIdro_l-WPruEngifbfolAJ9ooMYouWRIljSLSUdcbFXhpBKLR2w067aQRcH7LDc0zzrTdX9yg=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@riositanggang3468,@riositanggang3468,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=Ugw2UR0TcIXiBI12Z1J4AaABAg&pp=0gcJCSMANpG00pGi,Kualinya seram,Terjemahkan ke bahasa Indonesia,,,
https://yt3.ggpht.com/ytc/AIdro_lWVY3wkpMsjla3QTdpfZTosNHbOZndMdwvLPyiSi0=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@olliviaeunoia1703,@olliviaeunoia1703,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=Ugw3ktmEER4uEqOgTOB4AaABAg,tolpit ya ini?,,,,
https://yt3.ggpht.com/ytc/AIdro_mC46q9nHONDF3FbHR41LG9eEu7tP8nhzzyBh2lym4mfOE=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@newbie5519,@newbie5519,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgyPuAiJhlPzok0QjcB4AaABAg,bentuknya bikin salfok,,,,
https://yt3.ggpht.com/5W3DjV2aLZMMQkN1mipwT3VHf7qunc1zga_zUQbOJkxvaoUuFcQFnc3sz9TrpGf_1v5eO2NtQg=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@applepie_keyshaa,@applepie_keyshaa,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgzeU4MStnXKBQlUU7B4AaABAg&pp=0gcJCSMANpG00pGi,Gwa kira mo bikin dalgona candy di squid game,,,,
,https://www.youtube.com/@ilhamyoupiii9894,@ilhamyoupiii9894,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=Ugyz-loi3bCr5em0lrF4AaABAg,biji kh?,Terjemahkan ke bahasa Indonesia,,,
,https://www.youtube.com/@agnarseptian5197,@agnarseptian5197,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgyTdD2tbuV8mq027id4AaABAg,Beneran ada yg di bilang mertua nya kang mus,,,,
,https://www.youtube.com/@igstkadekadidiansastrawan_1308,@igstkadekadidiansastrawan_1308,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgyxwWSDWTUCOsojNi54AaABAg,Kyk permen di game squid game,Terjemahkan ke bahasa Indonesia,,,
,https://www.youtube.com/@AdityaaAhz,@AdityaaAhz,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=Ugx5xOU1SGjQL3oeeY54AaABAg,Bused gw kek pernah beli disitu,,,,
,https://www.youtube.com/@andreriandika5765,@andreriandika5765,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgxWHpKNLCAextXJcaZ4AaABAg,"Itu nama ibu yang jual ya bang ? 
Buk Rayot",,,,
,https://www.youtube.com/@manzofficial3790,@manzofficial3790,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=Ugxe7RVb--oN-42paGR4AaABAg&pp=0gcJCSMANpG00pGi,lah di tmpat ku ini mah kerja di warung peteuy jg soalnya dsa nya pun sama wkwk,Terjemahkan ke bahasa Indonesia,,,
,https://www.youtube.com/@nailaazkiaputrinafisah4642,@nailaazkiaputrinafisah4642,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgzU-yrS70sDUvr7BLN4AaABAg,Abdi di garut kaka,Terjemahkan ke bahasa Indonesia,,,
https://yt3.ggpht.com/ytc/AIdro_mQC_gZZhb71aQGocNlzHXh3WtF48QIK3sFHozXr0Y=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@andreriandika5765,@andreriandika5765,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgxWHpKNLCAextXJcaZ4AaABAg,"Itu nama ibu yang jual ya bang ? 
Buk Rayot",,,,
https://yt3.ggpht.com/PeoRBind9kNg84d35OSk7fPmPxtZD4K0pSYfwyUYIIWhxAbhiFrqXpoC1LujYlgJlOQofhrrSQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@manzofficial3790,@manzofficial3790,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=Ugxe7RVb--oN-42paGR4AaABAg&pp=0gcJCSMANpG00pGi,lah di tmpat ku ini mah kerja di warung peteuy jg soalnya dsa nya pun sama wkwk,Terjemahkan ke bahasa Indonesia,,,
https://yt3.ggpht.com/ytc/AIdro_lSQNM6BiN2d6G_2MRnZAzo1VVlkV-ERghHVTjUt4o=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@nailaazkiaputrinafisah4642,@nailaazkiaputrinafisah4642,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgzU-yrS70sDUvr7BLN4AaABAg,Abdi di garut kaka,Terjemahkan ke bahasa Indonesia,,,
https://yt3.ggpht.com/ytc/AIdro_npcUR6XsdtEyWk5O0DUPbiBwaX_JeUikuODvjwubz_UpOPbxUG2HLiUrAGCHsdKbjT0g=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@hanifferiirawan3895,@hanifferiirawan3895,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgxPDtF4R-Q7gTyJq9t4AaABAg&pp=0gcJCSMANpG00pGi,Mirip tempatnya 2 bola ya xixixi,,,,
https://yt3.ggpht.com/ytc/AIdro_n0P3r2dt_xOW7IMpld2RrxGBWw0u14CCrewTD_k6rGgh-rAJJjEjQc9tcAQhDqX28vZA=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@sovisuprianti2086,@sovisuprianti2086,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgxLehEGzG406z-lO914AaABAg,Garut hadir,,,,
https://yt3.ggpht.com/ytc/AIdro_lTaZ2DKHhRTxYFGZ5xMhpEGsPVUj4AxyCdNRfBr7w=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@yenifaridayani2924,@yenifaridayani2924,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgwoInLYCsaqerBS53t4AaABAg,Garut hadir,,,,
https://yt3.ggpht.com/ytc/AIdro_l5LLkTg-D-orAjIv3QnONs9TM45y_AotBXm2mRPRn4eltxYktPs1EaE6EeEfGMXSfLHQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@ahmadrafhaa.f1543,@ahmadrafhaa.f1543,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgwdKoAlhQuZrwMZ3td4AaABAg,Garut hadir,,,,
https://yt3.ggpht.com/ytc/AIdro_lkl16Q4d58i1hOcx2EYN8NuAhWk-zqap5HqOPHf37-aQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@fauzaanwafii2578,@fauzaanwafii2578,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgxjQ04aYOQHSNU2lrl4AaABAg,GARUT NI BOZZ,,,,
,https://www.youtube.com/@aprilialestari6051,@aprilialestari6051,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgyrLHux66qLxDn_wsx4AaABAg,Bentuknya absurd ya mengingatkan aku pada.......  Ahh sudahlah,,,,
,https://www.youtube.com/@MrCenksi,@MrCenksi,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=Ugzfhn_KcytJbZzetap4AaABAg,Kaya sika klo di sidik² ma,Terjemahkan ke bahasa Indonesia,,,
,https://www.youtube.com/@HumairaH2318,@HumairaH2318,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgxMl7G2gONG3HOTsll4AaABAg,Bang will ganteng beud pake kemeja,,,,
,https://www.youtube.com/@adirenaldy,@adirenaldy,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgyU6EyhC7Gy4Cjc6eV4AaABAg,Berasa nelen biji yaa,,,,
,https://www.youtube.com/@necyygembrot4779,@necyygembrot4779,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=Ugyp35cbB5-vkSJKni54AaABAg,fokus wajane️️️,Terjemahkan ke bahasa Indonesia,,,
,https://www.youtube.com/@randomstory96,@randomstory96,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=Ugwvx2CPc2jCZ-CLnIF4AaABAg,Jujur Bentuknya Kaya Kantong Menyan,,,,
,https://www.youtube.com/@putugaming9580,@putugaming9580,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgxXSCAits0ut1t0ZuN4AaABAg,Aduh otaku traveling,Terjemahkan ke bahasa Indonesia,,,
https://yt3.ggpht.com/p737qLzVCoJVPdTKqE1R8CwVfSJsWrtio_VUp_qGcXFm18_ozTWicViehOayAZQrI9mPDYPe=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@necyygembrot4779,@necyygembrot4779,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=Ugyp35cbB5-vkSJKni54AaABAg,fokus wajane️️️,Terjemahkan ke bahasa Indonesia,,,
https://yt3.ggpht.com/8DFnwC6bbJ_Nu1qEasOGjK158pmSn2ECd8PGRNlcOYtzSTA3ZCNUjDBni6BqNnuY-tJTsurnaQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@randomstory96,@randomstory96,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=Ugwvx2CPc2jCZ-CLnIF4AaABAg,Jujur Bentuknya Kaya Kantong Menyan,,,,
https://yt3.ggpht.com/ytc/AIdro_mWlvxLBJglP4AzqqKKlMmNOqilycM4XsTRPnXwAhU=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@putugaming9580,@putugaming9580,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgxXSCAits0ut1t0ZuN4AaABAg,Aduh otaku traveling,Terjemahkan ke bahasa Indonesia,,,
https://yt3.ggpht.com/ytc/AIdro_m6nzRjRCRhy-RkAorFD2MxHzEbGyoNfMGpdIgmTVRhS8Y=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@nas7432,@nas7432,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgwnxVaAFAiTfXkNnkh4AaABAg,Wajah lu kenapa pucet lurr???,Terjemahkan ke bahasa Indonesia,,,
https://yt3.ggpht.com/ytc/AIdro_mFPkdMlvLMU7xapvsrq2lUZ20jk3e7Rhok4veQrQWIXA=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@wihartinikiandra1274,@wihartinikiandra1274,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgyytdbHJdqKm3ngjql4AaABAg,Klo di Bantul nama nya Adrem..ato,,,,
,https://www.youtube.com/@mamam_yuk,@mamam_yuk,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgynsrzchGOY1RnspMp4AaABAg,"Kyknya prnah viral di meme,, namanya khintil kijipit deh keknya",,,,
,https://www.youtube.com/@wulan1814,@wulan1814,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=Ugzjh9wcJXw5UiYzkKp4AaABAg,Kirain dalgona,,,,
,https://www.youtube.com/@fatihmusa3124,@fatihmusa3124,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgwUn6dxjjLxgy49z4B4AaABAg,Itu banyak di garut,,,,
,https://www.youtube.com/@bireylove143,@bireylove143,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgzgadrkSTVLBVvLWU54AaABAg,"Wajannya serem
kotor",,,,
,https://www.youtube.com/@xsoniati3680,@xsoniati3680,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=Ugz-qteQ6CP9cl1sv2t4AaABAg,Itu wajan bersih banget ya,,,,
,https://www.youtube.com/@andangmeidian2658,@andangmeidian2658,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgzbCyYNnaoCibV7x3F4AaABAg,Kalo di bantul namanya beda lg frontal pokoknya,,,,
https://yt3.ggpht.com/ziPfjctdUWSQdn72pZokqQBPLaEOttfQ4ANKscFPME-gqKVWdq-noa3pLU203t-gBSV1Vtnm2mE=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@bireylove143,@bireylove143,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgzgadrkSTVLBVvLWU54AaABAg,"Wajannya serem
kotor",,,,
https://yt3.ggpht.com/ytc/AIdro_lD8RD2n_U2UqigUeqfx-laog2Kwj637Ns8Y7uhC_4=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@xsoniati3680,@xsoniati3680,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=Ugz-qteQ6CP9cl1sv2t4AaABAg,Itu wajan bersih banget ya,,,,
https://yt3.ggpht.com/ytc/AIdro_mbqG6Ae9eKy89wlpa7O8q5jfnpCtht_kRuQvtQCXwEuA=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@andangmeidian2658,@andangmeidian2658,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgzbCyYNnaoCibV7x3F4AaABAg,Kalo di bantul namanya beda lg frontal pokoknya,,,,
https://yt3.ggpht.com/ytc/AIdro_nHNmhgK4mtwlkvbYzWQNsHe7dvV4nJKisK6SmVW8O7u9Pa8T0cWxyinae9f8_eisKzEw=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@agusandriawan4889,@agusandriawan4889,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgzdM0xYWa6FGD4zqwZ4AaABAg,kaya biji kon pas waktu hujan,,,,
https://yt3.ggpht.com/ytc/AIdro_lxX5vohgfFOlLlqPAeDhRs8J2PCbreaoBdnfzJI7dqFw=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@simpleorigami2924,@simpleorigami2924,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=Ugzz6BuUeIeEnFTu39F4AaABAg,"Awal nya gw kira dalgona candy yg di squid game,lah tapi kok digoreng,ternyata bkn",,,,
https://yt3.ggpht.com/ytc/AIdro_nLRNPECOy-guZiiB-OIbRYQWi665soAOs5Z3JCBzCWchM=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@octavialestari7698,@octavialestari7698,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgxuKaU4VEMyEKR_0Rt4AaABAg,Enak banget,,,,
,https://www.youtube.com/@ririnindahwahyuni1305,@ririnindahwahyuni1305,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgyRktVOJM5ExaLPl-t4AaABAg,Mirip burung lakik yg di bawahnya burungnya tub,,,,
,https://www.youtube.com/@el-gh7lb,@el-gh7lb,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgwgfDer7M2RV3M69Et4AaABAg,Kuali oh kuali....ihhhh jijiai,Terjemahkan ke bahasa Indonesia,,,
,https://www.youtube.com/@arifinsurya7055,@arifinsurya7055,3 tahun yang lalu,https://www.youtube.com/watch?v=teeb7-qZ3r0&lc=UgzE5e-IexuNqByxj8N4AaABAg,Koq mirip yg di Jogja ya? Tpi kalo si Jogja namanya tolpit,,,,
