"css-1jxf684","css-175oi2r href","css-9pa8cd src","css-175oi2r href 2","css-1jxf684 2","css-1jxf684 3","css-146c3p1","css-1jxf684 4","css-146c3p1 href","css-1jxf684 5","r-4qtqp9 src","css-1jxf684 6","css-1jxf684 7","css-175oi2r href 4","css-1jxf684 8","r-4qtqp9 src 2","css-175oi2r href 5","css-9pa8cd src 2","css-1jxf684 9","css-1jxf684 10","css-9pa8cd src 3","css-1jxf684 12","css-1jxf684 13","css-146c3p1 2","css-1jxf684 14","css-1jxf684 15","css-1jxf684 16","css-1jxf684 17","css-1jxf684 18"
"wdy","https://x.com/wind_kjh","https://pbs.twimg.com/profile_images/1890693540994564096/ZpO2-2HF_bigger.jpg","https://x.com/wind_kjh","@wind_kjh","·","18 Feb","ini mah","https://x.com/wind_kjh/status/1891846903530394044","burayot","","/FOODFESS2/status/1891837502178328770","","https://x.com/wind_kjh/status/1891846903530394044/analytics","58","","","","…","x.com/FOODFESS2/stat","","gak sih","","","https://","","","",""
"jyn¡☆","https://x.com/yumseokies","https://pbs.twimg.com/profile_images/1935712129664851968/hfn97_vy_bigger.jpg","https://x.com/yumseokies","@yumseokies","·","26 Apr","sampe skrng kalo liat atau denger kata","https://x.com/yumseokies/status/1915852616946618543","burayot","","","2","https://x.com/yumseokies/status/1915852616946618543/analytics","34","","https://x.com/WEBCOMICFESS/status/1915648294866255916/photo/1","https://pbs.twimg.com/media/GpW_-OwW4AEhszA?format=jpg&name=medium","Otomatis","","https://pbs.twimg.com/profile_images/1691068936098557952/xQ_ZROHc_normal.jpg","gue masih cekikikan gara-gara si bagas anjg","","25 Apr","","Kutipan","@WEBCOMICFESS","·","Guys look. What gepeng we have here!"
"","https://x.com/helmkumbang","https://pbs.twimg.com/profile_images/1897826313416982533/ocRy73u6_bigger.jpg","https://x.com/helmkumbang","@helmkumbang","·","9 Mar","Lg kepikiran, aneh gk sih gue kerja di jakarta tapi oleh oleh mudikny","https://x.com/helmkumbang/status/1898766708619485273","burayot","https://abs-0.twimg.com/emoji/v2/svg/1f62d.svg","","","https://x.com/helmkumbang/status/1898766708619485273/analytics","65","https://abs-0.twimg.com/emoji/v2/svg/1f41e.svg","https://help.x.com/rules-and-policies/authenticity","https://abs.twimg.com/responsive-web/client-web/parody-mask.92274f0a.svg","Akun parodi","","https://pbs.twimg.com/profile_images/1837551858220781568/WdqNda5k_normal.jpg","","","9 Mar","KOS (Komunitas Orang Sinting)","Kutipan","@qrivasi","·","Takjil aku"
"vodka","https://x.com/voidloka","https://pbs.twimg.com/profile_images/1957652741419069440/ndMd3VRk_bigger.jpg","https://x.com/voidloka","@voidloka","·","12 Mei","Bedanya yang gede sama yang kecil apa?","https://x.com/voidloka/status/1921911371886694464","burayot","https://abs-0.twimg.com/emoji/v2/svg/1f62d.svg","Akun parodi","1","https://x.com/voidloka/status/1921911371886694464/analytics","62","https://abs-0.twimg.com/emoji/v2/svg/1f319.svg","https://x.com/voidloka/status/1921911371886694464/photo/1","https://pbs.twimg.com/media/GqwANR_WYAAHWNV?format=jpg&name=240x240","@voidloka","latolatonya","https://pbs.twimg.com/profile_images/1954436823587168256/BPQH-Op7_normal.jpg","sama aja. Sama sama gundal gandul","gmw, tititny pasti kecil","12 Mei","","Kutipan","@nxvariaeu","·",""
"","https://x.com/helmkumbang","https://pbs.twimg.com/profile_images/1897826313416982533/ocRy73u6_bigger.jpg","https://x.com/helmkumbang","@helmkumbang","·","9 Mar","Lg kepikiran, aneh gk sih gue kerja di jakarta tapi oleh oleh mudikny","https://x.com/helmkumbang/status/1898766708619485273","burayot","https://abs-0.twimg.com/emoji/v2/svg/1f62d.svg","1:28","","https://x.com/helmkumbang/status/1898766708619485273/analytics","65","https://abs-0.twimg.com/emoji/v2/svg/1f41e.svg","https://help.x.com/rules-and-policies/authenticity","https://abs.twimg.com/responsive-web/client-web/parody-mask.92274f0a.svg","Akun parodi","","https://pbs.twimg.com/profile_images/1837551858220781568/WdqNda5k_normal.jpg","","","9 Mar","KOS (Komunitas Orang Sinting)","Kutipan","@qrivasi","·","Takjil aku"
"jepe.","https://x.com/motojepe","https://pbs.twimg.com/profile_images/1952364867069038592/Lb7ewvIJ_bigger.jpg","https://x.com/motojepe","@motojepe","·","22 Mei",", enak sihhh","https://x.com/motojepe/status/1925521401454502141","Burayot","","/jokimasterr_/status/1925512356697973014","1","https://x.com/motojepe/status/1925521401454502141/analytics","66","","","","…","x.com/jokimasterr_/s","","","","","https://","","","",""
"aira","https://x.com/mansaerrr_","https://pbs.twimg.com/profile_images/1677703124184862722/U_gi9USX_bigger.jpg","https://x.com/mansaerrr_","@mansaerrr_","·","19 Apr","enak bgttt kaget","https://x.com/mansaerrr_/status/1913630465858408608","burayot","https://abs-0.twimg.com/emoji/v2/svg/1f633.svg","","1","https://x.com/mansaerrr_/status/1913630465858408608/analytics","49","https://abs-0.twimg.com/emoji/v2/svg/1f99d.svg","","","","","","","","","","","","",""
"Neka","https://x.com/Isman_Kadarusna","https://pbs.twimg.com/profile_images/1812352449446830080/hhWJIbOd_bigger.jpg","https://x.com/Isman_Kadarusna","@Isman_Kadarusna","·","30 Apr","Kata dedek virgi kamu suka","https://x.com/Isman_Kadarusna/status/1917591152108396716","burayot","","","","https://x.com/Isman_Kadarusna/status/1917591152108396716/analytics","13","","","","","","","yah?","","","","","","",""
"(Ki)Ran","https://x.com/ranlovetobeyis","https://pbs.twimg.com/profile_images/1948029085361557504/q9GhHZnk_bigger.jpg","https://x.com/ranlovetobeyis","@ranlovetobeyis","·","4 Apr","lu tau","https://x.com/ranlovetobeyis/status/1908164956358574499","burayot","","| ceri phi","","https://x.com/ranlovetobeyis/status/1908164956358574499/analytics","43","https://abs-0.twimg.com/emoji/v2/svg/1f353.svg","","","","","",", namanya di ganti ama adek gua jadi gembrot","","","","","","",""
"","https://x.com/helmkumbang","https://pbs.twimg.com/profile_images/1897826313416982533/ocRy73u6_bigger.jpg","https://x.com/helmkumbang","@helmkumbang","·","9 Mar","Lg kepikiran, aneh gk sih gue kerja di jakarta tapi oleh oleh mudikny","https://x.com/helmkumbang/status/1898766708619485273","burayot","https://abs-0.twimg.com/emoji/v2/svg/1f62d.svg","0:03 / 1:30","","https://x.com/helmkumbang/status/1898766708619485273/analytics","65","https://abs-0.twimg.com/emoji/v2/svg/1f41e.svg","https://help.x.com/rules-and-policies/authenticity","https://abs.twimg.com/responsive-web/client-web/parody-mask.92274f0a.svg","Akun parodi","","https://pbs.twimg.com/profile_images/1837551858220781568/WdqNda5k_normal.jpg","","","9 Mar","KOS (Komunitas Orang Sinting)","Kutipan","@qrivasi","·","Takjil aku"
"m!llo","https://x.com/noireublanc","https://pbs.twimg.com/profile_images/1955823460544077829/PZOEz6la_bigger.jpg","https://x.com/noireublanc","@noireublanc","·","6 Mar","""selamat pagi","https://x.com/noireublanc/status/1897477716561289683","burayot","","/convomf/status/1897400513957654703","","https://x.com/noireublanc/status/1897477716561289683/analytics","79","","","","…","x.com/convomf/status","",", semangat beraktivitas.""","","","https://","","","",""
"Haechi","https://x.com/oreuchimaru","https://pbs.twimg.com/profile_images/1836008935431757824/2ggb98T__bigger.jpg","https://x.com/oreuchimaru","@oreuchimaru","·","3 Apr","nama makanannya juga lucu2

kek apa dah: jangjang, cipak koceak, cirambay, cimol bojot, goyobod,","https://x.com/oreuchimaru/status/1907603915769786623","burayot","","","1","https://x.com/oreuchimaru/status/1907603915769786623/analytics","228","","","","","","https://pbs.twimg.com/profile_images/1720890745094369280/-1j_ZOae_normal.jpg","","","2 Apr","Ashabul Gooncave","Kutipan","@pukimaxxing","·","I've said it once, and i'll say it again: Nama tempat sunda itu jelek in a lucu endearing way kayak kucing yg gemesin karena mukanya dongo (Rancaekek, Dungus Cariang, Cikadongdong), sementara nama tempat jakarta itu jelek in an evil way (Grogol, Simprug, Srengseng)"
"binar","https://x.com/bestppleverr","https://pbs.twimg.com/profile_images/1550267576894509056/D1e7hAkf_bigger.jpg","https://x.com/bestppleverr","@bestppleverr","·","11 Mei","ternyata kek cucur gtuu, tapi teksturnya lebih kasarr. Nyamnyam!!!","https://x.com/bestppleverr/status/1921567483430871490","Burayot","","","1","https://x.com/bestppleverr/status/1921567483430871490/analytics","402","","","","","","","","","","","","","",""
"suki-ah","https://x.com/gocrenggs","https://pbs.twimg.com/profile_images/1897646983294447616/PhSozhHS_bigger.jpg","https://x.com/gocrenggs","@gocrenggs","·","14 Mei","","https://x.com/gocrenggs/status/1922509121326137584","burayot","","","1","https://x.com/gocrenggs/status/1922509121326137584/analytics","131","","https://x.com/BaseBDG/status/1922312987441856590/photo/1","https://pbs.twimg.com/media/Gq1teadXUAEfd0F?format=jpg&name=900x900","Otomatis","","https://pbs.twimg.com/profile_images/1609581311093522432/apCeXFfV_normal.jpg","","","13 Mei","","Kutipan","@BaseBDG","·","1 kata sunda dimulai euy

Sender first: ngamumule"
"caa","https://x.com/jjonginb","https://pbs.twimg.com/profile_images/1929917078510940163/rUNtZesm_bigger.jpg","https://x.com/jjonginb","@jjonginb","·","10 Mar","enak bgt, udah lama gak makan","https://x.com/jjonginb/status/1898991516707955122","burayot","","","","https://x.com/jjonginb/status/1898991516707955122/analytics","37","","https://help.x.com/rules-and-policies/authenticity","https://abs.twimg.com/responsive-web/client-web/parody-mask.92274f0a.svg","Akun parodi","","https://pbs.twimg.com/profile_images/1837551858220781568/WdqNda5k_normal.jpg","","","9 Mar","KOS (Komunitas Orang Sinting)","Kutipan","@qrivasi","·","Takjil aku"
"upita","https://x.com/uttrw_","https://pbs.twimg.com/profile_images/1633423280165261312/v_T5HNwz_bigger.jpg","https://x.com/uttrw_","@uttrw_","·","14 Mar","","https://x.com/uttrw_/status/1900534091768012802","Burayot","https://abs-0.twimg.com/emoji/v2/svg/1f62d.svg","","","https://x.com/uttrw_/status/1900534091768012802/analytics","49","","","","","@FOODFESS2","https://pbs.twimg.com/profile_images/1954042412139261953/MU5ZG_Jt_normal.jpg","","","13 Mar","mut","Kutipan","@0PSH8","·","gw semenjak baca komen ""berarti canele rasanya mirip burayot ya?"" jadi pen ketawa terus tiap liat wjhdjsj"
"caa","https://x.com/jjonginb","https://pbs.twimg.com/profile_images/1929917078510940163/rUNtZesm_bigger.jpg","https://x.com/jjonginb","@jjonginb","·","10 Mar","enak bgt, udah lama gak makan","https://x.com/jjonginb/status/1898991516707955122","burayot","","1:28","","https://x.com/jjonginb/status/1898991516707955122/analytics","37","","https://help.x.com/rules-and-policies/authenticity","https://abs.twimg.com/responsive-web/client-web/parody-mask.92274f0a.svg","Akun parodi","","https://pbs.twimg.com/profile_images/1837551858220781568/WdqNda5k_normal.jpg","","","9 Mar","KOS (Komunitas Orang Sinting)","Kutipan","@qrivasi","·","Takjil aku"
"Vannaa⁷ saw hobi","https://x.com/hopetchx_","https://pbs.twimg.com/profile_images/1795475566067679232/oCWj_-9X_bigger.jpg","https://x.com/hopetchx_","@hopetchx_","·","4 Jan","Siapa mau","https://x.com/hopetchx_/status/1875461706782326816","burayot","https://abs-0.twimg.com/emoji/v2/svg/1f62d.svg","","4","https://x.com/hopetchx_/status/1875461706782326816/analytics","230","","","","","","https://pbs.twimg.com/media/Ggb6e3dakAAudOA?format=jpg&name=900x900","","","","","","","",""
"bams","https://x.com/kernetPatasAC","https://pbs.twimg.com/profile_images/1948320990393757697/kbCf_HSK_bigger.jpg","https://x.com/kernetPatasAC","@kernetPatasAC","·","10 Des 2024",", just a","https://x.com/kernetPatasAC/status/1866373477525250546","burayot","","burayot","","https://x.com/kernetPatasAC/status/1866373477525250546/analytics","72","https://abs-0.twimg.com/emoji/v2/svg/2615.svg","","","","","https://pbs.twimg.com/media/Geawx0CasAAfTM4?format=jpg&name=900x900","","","","","","","",""
"caa","https://x.com/jjonginb","https://pbs.twimg.com/profile_images/1929917078510940163/rUNtZesm_bigger.jpg","https://x.com/jjonginb","@jjonginb","·","10 Mar","enak bgt, udah lama gak makan","https://x.com/jjonginb/status/1898991516707955122","burayot","","0:03 / 1:30","","https://x.com/jjonginb/status/1898991516707955122/analytics","37","","https://help.x.com/rules-and-policies/authenticity","https://abs.twimg.com/responsive-web/client-web/parody-mask.92274f0a.svg","Akun parodi","","https://pbs.twimg.com/profile_images/1837551858220781568/WdqNda5k_normal.jpg","","","9 Mar","KOS (Komunitas Orang Sinting)","Kutipan","@qrivasi","·","Takjil aku"
"pepeskucing","https://x.com/Lilcardamon","https://pbs.twimg.com/profile_images/1940988362828980224/q4gTYKlM_bigger.jpg","https://x.com/Lilcardamon","@Lilcardamon","·","26 Apr","canelle itu kyk","https://x.com/Lilcardamon/status/1915935674924253300","burayot","","","","https://x.com/Lilcardamon/status/1915935674924253300/analytics","26","","","","","","","tp lebih padet gasih","","","","","","",""
"dul","https://x.com/miripijonk","https://pbs.twimg.com/profile_images/1708036798453297152/5w4IxOQy_bigger.jpg","https://x.com/miripijonk","@miripijonk","·","16 Agt","aduh pengen banget makan","https://x.com/miripijonk/status/1956672941980303811","burayot","","","2","https://x.com/miripijonk/status/1956672941980303811/analytics","74","","","","","","","anyg makanan lucu bentuknya kayak peler","","","","","","",""
"ριкѕι","https://x.com/vixcycaixie","https://pbs.twimg.com/profile_images/1957752830460309504/V89sF6gC_bigger.jpg","https://x.com/vixcycaixie","@vixcycaixie","·","7 Feb","“ngajien","https://x.com/vixcycaixie/status/1887899152287449089","burayot","https://abs-0.twimg.com/emoji/v2/svg/1f62d.svg","","","https://x.com/vixcycaixie/status/1887899152287449089/analytics","35","","https://help.x.com/rules-and-policies/authenticity","https://abs.twimg.com/responsive-web/client-web/parody-mask.92274f0a.svg","Akun parodi","","","” HAHAHAHAHAHAH SIAPA ITU YANG BILANG","","","","","","",""
"X_dame19","https://x.com/Dame19X","https://pbs.twimg.com/profile_images/1559889846604156928/Aa2LHwgc_bigger.jpg","https://x.com/Dame19X","@Dame19X","·","24 Mar","Aku nemu promo menarik di Lazada nih. Yuk coba lihat!
Nama Produk:  Kue","https://x.com/Dame19X/status/1904110246567530547","BURAYOT","","","","https://x.com/Dame19X/status/1904110246567530547/analytics","16","","https://x.com/Dame19X/status/1904110246567530547/photo/1","https://pbs.twimg.com/media/GmzCLXOakAECe9h?format=jpg&name=900x900","","s.lazada.co.id/s.BVCNi?cc","","Simadu Gula Box isi 20 Pcs | Cemilan makanan ringan | Jajanan Snack | HALAL | COD | Buatan Lokal
Harga Produk:  Rp60.000
Harga Diskon:  Rp46.011","","","https://","","","",""
"bYy Thingy. app n top up","https://x.com/BLouvree","https://pbs.twimg.com/profile_images/1945671885909372928/K6dCI7uh_bigger.jpg","https://x.com/BLouvree","@BLouvree","·","19 Mei","","https://x.com/BLouvree/status/1924428321775120593","burayot","","@basetibe","80","https://x.com/BLouvree/status/1924428321775120593/analytics","271","","","","","","","","","Membalas","","","","",""
"","https://x.com/Kafkaesqueery","https://pbs.twimg.com/profile_images/1951430217735741443/GHcEj6Bz_bigger.jpg","https://x.com/Kafkaesqueery","@Kafkaesqueery","·","5 Apr","simadu (ngaburayot)","https://x.com/Kafkaesqueery/status/1908250233777381726","Burayot","https://abs-0.twimg.com/emoji/v2/svg/1f629.svg","","","https://x.com/Kafkaesqueery/status/1908250233777381726/analytics","99","https://abs-0.twimg.com/emoji/v2/svg/1f647-200d-2640-fe0f.svg","","","","@pukimaxxing","https://pbs.twimg.com/profile_images/1828460302494740480/Mwr1fIuN_normal.jpg","","","2 Apr","broiler (asli)","Kutipan","@aengegei","·","not only q place

makanan sunda jg namanya unserious 

kek cipak koceak??!?! apaan njir cipak koceak cipak koceak

tiap lewat yg jual gak pernah beli tpi selalu ngulang kata-kata cipak koceak di otak"
"Cassa","https://x.com/musmidlover","https://pbs.twimg.com/profile_images/1920762510598434819/ffr9o5vQ_bigger.jpg","https://x.com/musmidlover","@musmidlover","·","20 Jul","Apa kabar","https://x.com/musmidlover/status/1946842332340601261","burayot","","","1","https://x.com/musmidlover/status/1946842332340601261/analytics","35","","https://x.com/BaseBDG/status/1946540505635905828/photo/1","","Otomatis","","https://pbs.twimg.com/profile_images/1609581311093522432/apCeXFfV_normal.jpg","giungku","""","19 Jul","","Kutipan","@BaseBDG","·","Lamun pake jenis kue khas sunda kieu meren nya euy ""gimana kabarnya hari ini, burayot giung-ku"
"naru","https://x.com/meowhiro_","https://pbs.twimg.com/profile_images/1760665437980037120/4QR_N4O1_bigger.jpg","https://x.com/meowhiro_","@meowhiro_","·","18 Feb","siga","https://x.com/meowhiro_/status/1891842968803275224","burayot","","/FOODFESS2/status/1891837502178328770","","https://x.com/meowhiro_/status/1891842968803275224/analytics","56","https://abs-0.twimg.com/emoji/v2/svg/1f43e.svg","","","…","x.com/FOODFESS2/stat","","ieu mah","","","https://","","","",""
"Najmm","https://x.com/Najmitarsidin","https://pbs.twimg.com/profile_images/1655187120041115654/g5cX30fV_bigger.jpg","https://x.com/Najmitarsidin","@Najmitarsidin","·","29 Mar","Ali agrem tuh","https://x.com/Najmitarsidin/status/1905950219982041127","burayot","","","1","https://x.com/Najmitarsidin/status/1905950219982041127/analytics","95","","","","","","","juga, beda bentuk aja","","","","","","",""
"𝖺𝗀𝖺𝗍𝖺","https://x.com/_reginagata_","https://pbs.twimg.com/profile_images/1954546438744248320/y18gCjZ8_bigger.jpg","https://x.com/_reginagata_","@_reginagata_","·","3 Feb","-Garut
Tp kata Mamak aku ini namanya Tolpit ges","https://x.com/_reginagata_/status/1886456945068138610","Burayot","","/FOODFESS2/status/1886433270398672923","1","https://x.com/_reginagata_/status/1886456945068138610/analytics","126","","","","…","x.com/FOODFESS2/stat","","","","","https://","","","",""
"rai","https://x.com/th0tgetic","https://pbs.twimg.com/profile_images/1926243416792346624/ymzCTQMf_bigger.jpg","https://x.com/th0tgetic","@th0tgetic","·","31 Mei","pengen coba tolpit alias","https://x.com/th0tgetic/status/1928683560619192554","burayot","","","","https://x.com/th0tgetic/status/1928683560619192554/analytics","169","https://abs-0.twimg.com/emoji/v2/svg/1f430.svg","","","","","","","","","","","","",""
"Taksa","https://x.com/Ixiyaxz","https://pbs.twimg.com/profile_images/1957423798887788544/5l4zcXwr_bigger.jpg","https://x.com/Ixiyaxz","@Ixiyaxz","·","1 Jul","Dari garut bukanya bawa","https://x.com/Ixiyaxz/status/1940064151898095886","burayot","https://abs-0.twimg.com/emoji/v2/svg/1f607.svg","","","https://x.com/Ixiyaxz/status/1940064151898095886/analytics","135","","","","","","","malah bawa breakout di muka. Nice","","","","","","",""
"Jaemin.","https://x.com/JAEMINonline","https://pbs.twimg.com/profile_images/1954708073513385984/5FYD7_Hg_bigger.jpg","https://x.com/JAEMINonline","@JAEMINonline","·","15 Apr","Gemblong apaan nun, saya taunya","https://x.com/JAEMINonline/status/1912130109852762476","burayot","","Akun parodi","1","https://x.com/JAEMINonline/status/1912130109852762476/analytics","104","","https://help.x.com/rules-and-policies/authenticity","https://abs.twimg.com/responsive-web/client-web/parody-mask.92274f0a.svg","Akun parodi","","https://pbs.twimg.com/profile_images/1948957545575710720/lZKBMCDU_normal.png","","","15 Apr","","Kutipan","@wonyouvn","·","Lebih mirip gemblong sih kalau Sakucil x.com/JAEMINonline/s…"
"eciel","https://x.com/exceedies","https://pbs.twimg.com/profile_images/1957788472129007616/Ls3Qy2VZ_bigger.jpg","https://x.com/exceedies","@exceedies","·","10 Mar","Ih tapi aku suka ini, kalau abis dari garut pasti beti kon-","https://x.com/exceedies/status/1898882174205784197","burayot","","","","https://x.com/exceedies/status/1898882174205784197/analytics","53","","","","","","https://pbs.twimg.com/profile_images/1837551858220781568/WdqNda5k_normal.jpg","maksudnya.","","9 Mar","KOS (Komunitas Orang Sinting)","Kutipan","@qrivasi","·","Takjil aku"
"サボテン","https://x.com/ceokimwife","https://pbs.twimg.com/profile_images/1470752135679672322/xcq4pEBs_bigger.jpg","https://x.com/ceokimwife","@ceokimwife","·","13 Mar","","https://x.com/ceokimwife/status/1900227210054914151","BURAYOT","","","1","https://x.com/ceokimwife/status/1900227210054914151/analytics","80","https://abs-0.twimg.com/emoji/v2/svg/1f335.svg","","","","@FOODFESS2","https://pbs.twimg.com/profile_images/1954042412139261953/MU5ZG_Jt_normal.jpg","","","13 Mar","mut","Kutipan","@0PSH8","·","gw semenjak baca komen ""berarti canele rasanya mirip burayot ya?"" jadi pen ketawa terus tiap liat wjhdjsj"
"Hiu","https://x.com/Hiugundul","https://pbs.twimg.com/profile_images/1886016788212658176/XE1zxkyp_bigger.jpg","https://x.com/Hiugundul","@Hiugundul","·","6 Mei","","https://x.com/Hiugundul/status/1919624147161804958","Burayot","","","","https://x.com/Hiugundul/status/1919624147161804958/analytics","24","https://abs-0.twimg.com/emoji/v2/svg/1f988.svg","","","","@Hiugundul","https://pbs.twimg.com/profile_images/1910630372523847680/IsavB31i_normal.jpg","","","6 Mei","~* neng Surasujaya *~","Kutipan","@surasujaya","·","Burayot mah enak bari ngopi"
"eciel","https://x.com/exceedies","https://pbs.twimg.com/profile_images/1957788472129007616/Ls3Qy2VZ_bigger.jpg","https://x.com/exceedies","@exceedies","·","10 Mar","Ih tapi aku suka ini, kalau abis dari garut pasti beti kon-","https://x.com/exceedies/status/1898882174205784197","burayot","","1:28","","https://x.com/exceedies/status/1898882174205784197/analytics","53","","","","","","https://pbs.twimg.com/profile_images/1837551858220781568/WdqNda5k_normal.jpg","maksudnya.","","9 Mar","KOS (Komunitas Orang Sinting)","Kutipan","@qrivasi","·","Takjil aku"
"where to go, aoife?","https://x.com/xyberya","https://pbs.twimg.com/profile_images/1798883754548813824/ErzkX6hZ_bigger.jpg","https://x.com/xyberya","@xyberya","·","5 Jan","jangan mlyt jangan mlyt jangan mlyt...

gue bukan","https://x.com/xyberya/status/1875891413856239880","burayot","https://abs-0.twimg.com/emoji/v2/svg/1f62a.svg","","","https://x.com/xyberya/status/1875891413856239880/analytics","35","","","","","","","","","","","","","",""
"hari","https://x.com/bumiruwet","https://pbs.twimg.com/profile_images/1798305738978459648/4HxsEOkA_bigger.jpg","https://x.com/bumiruwet","@bumiruwet","·","10 Apr",", kue tradisional khas mana?","https://x.com/bumiruwet/status/1910314318458986951","Burayot","","","1","https://x.com/bumiruwet/status/1910314318458986951/analytics","501","","","","","@joungyulen","https://pbs.twimg.com/profile_images/1254078157029687296/h75YWVUV_normal.jpg","","2","8 Apr","Rumah Literasi","Kutipan","@rumahliterasii","·","Garut kak"
"","https://x.com/carapherneliast","https://pbs.twimg.com/profile_images/1956731284656705536/QLRN58sG_bigger.jpg","https://x.com/carapherneliast","@carapherneliast","·","25 Mar","Pas kecil cita2ku pengen jadi pelukis atau tukang gambar, pas udah jadi tukang gambar aku malah pengen jadi tukang kue. Nanti kl udah jadi tukang kueh lalu ingin menjdi","https://x.com/carapherneliast/status/1904517908254147006","burayot","","","","https://x.com/carapherneliast/status/1904517908254147006/analytics","50","https://abs-0.twimg.com/emoji/v2/svg/1f4a5.svg","","","","","","","","","","","","",""
"X_dame19","https://x.com/Dame19X","https://pbs.twimg.com/profile_images/1559889846604156928/Aa2LHwgc_bigger.jpg","https://x.com/Dame19X","@Dame19X","·","24 Mar","Aku nemu promo menarik di Lazada nih. Yuk coba lihat!
Nama Produk:  COD","https://x.com/Dame19X/status/1904109623256502553","Burayot","","","","https://x.com/Dame19X/status/1904109623256502553/analytics","9","","https://x.com/Dame19X/status/1904109623256502553/photo/1","https://pbs.twimg.com/media/GmzBnJob0AAKycz?format=jpg&name=900x900","","s.lazada.co.id/s.BVC4v?cc","","Simadu 20pcs halal Kue Sus Kering Isi Gula Aren lumer 30 gr Enak Murah Oleh-oleh Tradisional
Harga Produk:  Rp43.991
Harga Diskon:  Rp40.111","","","https://","","","",""
"eciel","https://x.com/exceedies","https://pbs.twimg.com/profile_images/1957788472129007616/Ls3Qy2VZ_bigger.jpg","https://x.com/exceedies","@exceedies","·","10 Mar","Ih tapi aku suka ini, kalau abis dari garut pasti beti kon-","https://x.com/exceedies/status/1898882174205784197","burayot","","0:03 / 1:30","","https://x.com/exceedies/status/1898882174205784197/analytics","53","","","","","","https://pbs.twimg.com/profile_images/1837551858220781568/WdqNda5k_normal.jpg","maksudnya.","","9 Mar","KOS (Komunitas Orang Sinting)","Kutipan","@qrivasi","·","Takjil aku"
"𝐓iti","https://x.com/apfelcalypse","https://pbs.twimg.com/profile_images/1920403534056435712/BfUJpmev_bigger.jpg","https://x.com/apfelcalypse","@apfelcalypse","·","9 Mar","tuh rasanya kek gimana sih guys? Kepooo, tp di daerah ku g ada yg jual","https://x.com/apfelcalypse/status/1898733070792221088","Burayot","","|| freetag","","https://x.com/apfelcalypse/status/1898733070792221088/analytics","35","https://abs-0.twimg.com/emoji/v2/svg/1f34e.svg","","","","","","","","","","","","",""
"nuraa٠࣪⭑","https://x.com/moochisseo","https://pbs.twimg.com/profile_images/1954001705143828480/k6TblmLt_bigger.jpg","https://x.com/moochisseo","@moochisseo","·","14 Mar","Smpe skrg masih penasaran rasanya","https://x.com/moochisseo/status/1900234260096967034","burayot","https://abs-0.twimg.com/emoji/v2/svg/1f61e.svg","","","https://x.com/moochisseo/status/1900234260096967034/analytics","78","","","","","@FOODFESS2","https://pbs.twimg.com/profile_images/1954042412139261953/MU5ZG_Jt_normal.jpg","kek gmn krn blum smpet nyobain trs","","13 Mar","mut","Kutipan","@0PSH8","·","gw semenjak baca komen ""berarti canele rasanya mirip burayot ya?"" jadi pen ketawa terus tiap liat wjhdjsj"
"literally not ida","https://x.com/mabuksianida","https://pbs.twimg.com/profile_images/1868589390081171456/mHoxqWQF_bigger.jpg","https://x.com/mabuksianida","@mabuksianida","·","3 Des 2024","pengen","https://x.com/mabuksianida/status/1863868501641023663","burayot","","","","https://x.com/mabuksianida/status/1863868501641023663/analytics","187","","","","","","","","","","","","","",""
"bYy Thingy. app n top up","https://x.com/BLouvree","https://pbs.twimg.com/profile_images/1945671885909372928/K6dCI7uh_bigger.jpg","https://x.com/BLouvree","@BLouvree","·","8 Mei","","https://x.com/BLouvree/status/1920485519596879907","burayot","","@basetibe","1","https://x.com/BLouvree/status/1920485519596879907/analytics","246","","","","","","","","76","Membalas","","","","",""
"Mbak Hayu","https://x.com/mbakhayu","https://pbs.twimg.com/profile_images/1810203715082866689/JAKkHZo5_bigger.jpg","https://x.com/mbakhayu","@mbakhayu","·","13 Mar","Ketawa banget ada yang bilang rasanya mirip","https://x.com/mbakhayu/status/1900137926367076489","burayot","https://abs-0.twimg.com/emoji/v2/svg/1f602.svg","/FOODFESS2/status/1900127249853977075","4","https://x.com/mbakhayu/status/1900137926367076489/analytics","411","https://abs-0.twimg.com/emoji/v2/svg/1f349.svg","","","…","x.com/FOODFESS2/stat","","","1","","https://","","","",""
"jejayjo.","https://x.com/esvizeo","https://pbs.twimg.com/profile_images/1795987371009380352/gtYlCg1e_bigger.jpg","https://x.com/esvizeo","@esvizeo","·","13 Mar","FAK","https://x.com/esvizeo/status/1900190118595747966","BURAYOT","","","1","https://x.com/esvizeo/status/1900190118595747966/analytics","17","","","","","@FOODFESS2","https://pbs.twimg.com/profile_images/1954042412139261953/MU5ZG_Jt_normal.jpg","","","13 Mar","mut","Kutipan","@0PSH8","·","gw semenjak baca komen ""berarti canele rasanya mirip burayot ya?"" jadi pen ketawa terus tiap liat wjhdjsj"
