"x1i10hfl href","xz74otr src","xi81zsa","x193iq5w","xdj266r","x1i10hfl","xz74otr src 2","x1lliihq","x1i10hfl 2","x1i10hfl href 5","xi81zsa 2","x1i10hfl 3","html-span src","x3ajldb href 2","x193iq5w 2","x1lliihq 2"
"https://www.facebook.com/zumiartie.miar?comment_id=Y29tbWVudDoxMjc4Mjg5NzQ3MDE0NjY5XzcyNjY2NDk4MzMzODU2OA%3D%3D&__cft__[0]=AZXj6x8QCDp69Z55024feyPo8N-_LISYQmg5puON6GRUzUbd2LK_ELn0_31vv6y0WH4z1g-LZxzlOUrzx1YVdqWIPpkj9NXj6WqPysoTJIuPVp8R2o7QnzornHXEmlqa6MXCAhzMUYbhLfdMVBzM01vkVBTR0mcFzkhf9kSMkC0Nsg&__tn__=R]-R","https://static.xx.fbcdn.net/rsrc.php/v4/yw/r/8iuTX4LlGZO.png?_nc_eui2=AeFs-C4bL62zNTLp5R3ZplGSfpCiDkgR771-kKIOSBHvvR4X6ZCelWcKNyX9RzBwy6E0Nxf1vZVWzMhL-hOLn5S9","Pembuat","Mii Miars","Bismillah aza yaaaa besty","https://www.facebook.com/zumiartie.miar/subscribenow...","https://scontent-cgk2-1.xx.fbcdn.net/v/t39.30808-1/497178350_1234436571399987_7513771308709784093_n.jpg?stp=dst-jpg_p200x200_tt6&_nc_cat=104&ccb=1-7&_nc_sid=fe59b0&_nc_eui2=AeG1-6yAtjXgAsW29uRhRlhdR58MwbjpeBdHnwzBuOl4F5FIrYyQjTth7_e3YBCsb884w4trg0hZ1vBUYnFDsKaA&_nc_ohc=LNSPwMr-4cYQ7kNvwFerA2T&_nc_oc=AdlQ_U_0KQ75GG1eCoSyIDLX3vlTOUWjHefeDN9upH3S4CvT6O0dr6AN7Qji0qdykKQ&_nc_zt=24&_nc_ht=scontent-cgk2-1.xx&_nc_gid=iu572MovQwFfm3zkhQUPJA&oh=00_AfUqYqqrVmPWGY1-2vXlGvruri2Gj4e2ufiV5yG-aW_1GA&oe=68B1BBED","Berlangganan Mii Miars","6 minggu","https://www.facebook.com/zumiartie.miar/posts/pfbid02rsB6wrgHEr8a4XVN5RmbYare4mVZn7L6ns2nsfBT93sivJdCkrJpMT4f9bct1hRcl?comment_id=726664983338568&__cft__[0]=AZXj6x8QCDp69Z55024feyPo8N-_LISYQmg5puON6GRUzUbd2LK_ELn0_31vv6y0WH4z1g-LZxzlOUrzx1YVdqWIPpkj9NXj6WqPysoTJIuPVp8R2o7QnzornHXEmlqa6MXCAhzMUYbhLfdMVBzM01vkVBTR0mcFzkhf9kSMkC0Nsg&__tn__=R]-R","Suka","Balas","data:image/svg+xml,%3Csvg fill='none' xmlns='http://www.w3.org/2000/svg' viewBox='0 0 16 16'%3E%3Cpath d='M16.0001 7.9996c0 4.418-3.5815 7.9996-7.9995 7.9996S.001 12.4176.001 7.9996 3.5825 0 8.0006 0C12.4186 0 16 3.5815 16 7.9996Z' fill='url(%23paint0_linear_15251_63610)'/%3E%3Cpath d='M16.0001 7.9996c0 4.418-3.5815 7.9996-7.9995 7.9996S.001 12.4176.001 7.9996 3.5825 0 8.0006 0C12.4186 0 16 3.5815 16 7.9996Z' fill='url(%23paint1_radial_15251_63610)'/%3E%3Cpath d='M16.0001 7.9996c0 4.418-3.5815 7.9996-7.9995 7.9996S.001 12.4176.001 7.9996 3.5825 0 8.0006 0C12.4186 0 16 3.5815 16 7.9996Z' fill='url(%23paint2_radial_15251_63610)' fill-opacity='.5'/%3E%3Cpath d='M7.3014 3.8662a.6974.6974 0 0 1 .6974-.6977c.6742 0 1.2207.5465 1.2207 1.2206v1.7464a.101.101 0 0 0 .101.101h1.7953c.992 0 1.7232.9273 1.4917 1.892l-.4572 1.9047a2.301 2.301 0 0 1-2.2374 1.764H6.9185a.5752.5752 0 0 1-.5752-.5752V7.7384c0-.4168.097-.8278.2834-1.2005l.2856-.5712a3.6878 3.6878 0 0 0 .3893-1.6509l-.0002-.4496ZM4.367 7a.767.767 0 0 0-.7669.767v3.2598a.767.767 0 0 0 .767.767h.767a.3835.3835 0 0 0 .3835-.3835V7.3835A.3835.3835 0 0 0 5.134 7h-.767Z' fill='%23fff'/%3E%3Cdefs%3E%3CradialGradient id='paint1_radial_15251_63610' cx='0' cy='0' r='1' gradientUnits='userSpaceOnUse' gradientTransform='rotate(90 .0005 8) scale(7.99958)'%3E%3Cstop offset='.5618' stop-color='%230866FF' stop-opacity='0'/%3E%3Cstop offset='1' stop-color='%230866FF' stop-opacity='.1'/%3E%3C/radialGradient%3E%3CradialGradient id='paint2_radial_15251_63610' cx='0' cy='0' r='1' gradientUnits='userSpaceOnUse' gradientTransform='rotate(45 -4.5257 10.9237) scale(10.1818)'%3E%3Cstop offset='.3143' stop-color='%2302ADFC'/%3E%3Cstop offset='1' stop-color='%2302ADFC' stop-opacity='0'/%3E%3C/radialGradient%3E%3ClinearGradient id='paint0_linear_15251_63610' x1='2.3989' y1='2.3999' x2='13.5983' y2='13.5993' gradientUnits='userSpaceOnUse'%3E%3Cstop stop-color='%2302ADFC'/%3E%3Cstop offset='.5' stop-color='%230866FF'/%3E%3Cstop offset='1' stop-color='%232B7EFF'/%3E%3C/linearGradient%3E%3C/defs%3E%3C/svg%3E","","",""
"https://www.facebook.com/4b4h.erdi?comment_id=Y29tbWVudDoxMjc4Mjg5NzQ3MDE0NjY5Xzc1MTA2MTc1NDEyNjg1NQ%3D%3D&__cft__[0]=AZXj6x8QCDp69Z55024feyPo8N-_LISYQmg5puON6GRUzUbd2LK_ELn0_31vv6y0WH4z1g-LZxzlOUrzx1YVdqWIPpkj9NXj6WqPysoTJIuPVp8R2o7QnzornHXEmlqa6MXCAhzMUYbhLfdMVBzM01vkVBTR0mcFzkhf9kSMkC0Nsg&__tn__=R]-R","https://static.xx.fbcdn.net/images/emoji.php/v9/td0/1/16/1f602.png","","Erdi Ridwan","dorokdok kurupuk kulit, ngajedog we ah teu boga duit","Lihat terjemahan","https://static.xx.fbcdn.net/images/emoji.php/v9/td0/1/16/1f602.png","Mii Miars membalas","6 minggu","https://www.facebook.com/zumiartie.miar/posts/pfbid02rsB6wrgHEr8a4XVN5RmbYare4mVZn7L6ns2nsfBT93sivJdCkrJpMT4f9bct1hRcl?comment_id=751061754126855&__cft__[0]=AZXj6x8QCDp69Z55024feyPo8N-_LISYQmg5puON6GRUzUbd2LK_ELn0_31vv6y0WH4z1g-LZxzlOUrzx1YVdqWIPpkj9NXj6WqPysoTJIuPVp8R2o7QnzornHXEmlqa6MXCAhzMUYbhLfdMVBzM01vkVBTR0mcFzkhf9kSMkC0Nsg&__tn__=R]-R","Suka","Balas","data:image/svg+xml,%3Csvg fill='none' xmlns='http://www.w3.org/2000/svg' viewBox='0 0 16 16'%3E%3Cg clip-path='url(%23clip0_15251_63610)'%3E%3Cpath d='M15.9953 7.9996c0 4.418-3.5816 7.9996-7.9996 7.9996S-.004 12.4176-.004 7.9996 3.5776 0 7.9957 0c4.418 0 7.9996 3.5815 7.9996 7.9996Z' fill='url(%23paint0_linear_15251_63610)'/%3E%3Cpath d='M15.9973 7.9992c0 4.4178-3.5811 7.9992-7.9987 7.9992C3.5811 15.9984 0 12.417 0 7.9992S3.5811 0 7.9986 0c4.4176 0 7.9987 3.5814 7.9987 7.9992Z' fill='url(%23paint1_radial_15251_63610)'/%3E%3Cpath d='M15.9953 7.9996c0 4.418-3.5816 7.9996-7.9996 7.9996S-.004 12.4176-.004 7.9996 3.5776 0 7.9957 0c4.418 0 7.9996 3.5815 7.9996 7.9996Z' fill='url(%23paint2_radial_15251_63610)' fill-opacity='.8'/%3E%3Cpath d='M12.5278 8.1957c.4057.1104.6772.4854.623.9024-.3379 2.6001-2.5167 4.9012-5.1542 4.9012s-4.8163-2.3011-5.1542-4.9012c-.0542-.417.2173-.792.623-.9024.8708-.237 2.5215-.596 4.5312-.596 2.0098 0 3.6605.359 4.5312.596Z' fill='%234B280E'/%3E%3Cpath d='M11.5809 12.3764c-.9328.9843-2.1948 1.6228-3.5841 1.6228-1.3892 0-2.6512-.6383-3.5839-1.6225a1.5425 1.5425 0 0 0-.016-.0174c.4475-1.0137 2.2-1.3599 3.5999-1.3599 1.4 0 3.1514.3468 3.5998 1.3599l-.0157.0171Z' fill='url(%23paint3_linear_15251_63610)'/%3E%3Cpath fill-rule='evenodd' clip-rule='evenodd' d='M13.3049 5.8793c.1614-1.1485-.6387-2.2103-1.7872-2.3717l-.0979-.0138c-1.1484-.1614-2.2103.6388-2.3717 1.7872l-.0163.1164a.5.5 0 0 0 .9902.1392l.0163-.1164c.0846-.6016.6408-1.0207 1.2424-.9362l.0978.0138c.6016.0845 1.0207.6407.9362 1.2423l-.0164.1164a.5.5 0 0 0 .9903.1392l.0163-.1164ZM2.6902 5.8793c-.1614-1.1485.6387-2.2103 1.7872-2.3717l.0979-.0138c1.1484-.1614 2.2103.6388 2.3717 1.7872l.0164.1164a.5.5 0 1 1-.9903.1392l-.0163-.1164c-.0846-.6016-.6408-1.0207-1.2423-.9362l-.098.0138c-.6015.0845-1.0206.6407-.936 1.2423l.0163.1164a.5.5 0 0 1-.9902.1392l-.0164-.1164Z' fill='%231C1C1D'/%3E%3C/g%3E%3Cdefs%3E%3CradialGradient id='paint1_radial_15251_63610' cx='0' cy='0' r='1' gradientUnits='userSpaceOnUse' gradientTransform='matrix(0 7.9992 -7.99863 0 7.9986 7.9992)'%3E%3Cstop offset='.5637' stop-color='%23FF5758' stop-opacity='0'/%3E%3Cstop offset='1' stop-color='%23FF5758' stop-opacity='.1'/%3E%3C/radialGradient%3E%3CradialGradient id='paint2_radial_15251_63610' cx='0' cy='0' r='1' gradientUnits='userSpaceOnUse' gradientTransform='rotate(45 -4.5272 10.9202) scale(10.1818)'%3E%3Cstop stop-color='%23FFF287'/%3E%3Cstop offset='1' stop-color='%23FFF287' stop-opacity='0'/%3E%3C/radialGradient%3E%3ClinearGradient id='paint0_linear_15251_63610' x1='2.396' y1='2.3999' x2='13.5954' y2='13.5993' gradientUnits='userSpaceOnUse'%3E%3Cstop stop-color='%23FFF287'/%3E%3Cstop offset='1' stop-color='%23F68628'/%3E%3C/linearGradient%3E%3ClinearGradient id='paint3_linear_15251_63610' x1='5.1979' y1='10.7996' x2='5.245' y2='14.2452' gradientUnits='userSpaceOnUse'%3E%3Cstop stop-color='%23FF60A4'/%3E%3Cstop offset='.2417' stop-color='%23FA2E3E'/%3E%3Cstop offset='1' stop-color='%23BC0A26'/%3E%3C/linearGradient%3E%3CclipPath id='clip0_15251_63610'%3E%3Cpath fill='%23fff' d='M-.002 0h16v15.9992h-16z'/%3E%3C/clipPath%3E%3C/defs%3E%3C/svg%3E","[object Object]","·","1 balasan"
"https://www.facebook.com/kusni.permana.94?comment_id=Y29tbWVudDoxMjc4Mjg5NzQ3MDE0NjY5XzcxOTQ1ODg4NzUwMzE3OA%3D%3D&__cft__[0]=AZXj6x8QCDp69Z55024feyPo8N-_LISYQmg5puON6GRUzUbd2LK_ELn0_31vv6y0WH4z1g-LZxzlOUrzx1YVdqWIPpkj9NXj6WqPysoTJIuPVp8R2o7QnzornHXEmlqa6MXCAhzMUYbhLfdMVBzM01vkVBTR0mcFzkhf9kSMkC0Nsg&__tn__=R]-R","","","Kusni Permana","Kurupuk kulit sanes ari dorokdok","Lihat terjemahan","","Mii Miars membalas","6 minggu","https://www.facebook.com/zumiartie.miar/posts/pfbid02rsB6wrgHEr8a4XVN5RmbYare4mVZn7L6ns2nsfBT93sivJdCkrJpMT4f9bct1hRcl?comment_id=719458887503178&__cft__[0]=AZXj6x8QCDp69Z55024feyPo8N-_LISYQmg5puON6GRUzUbd2LK_ELn0_31vv6y0WH4z1g-LZxzlOUrzx1YVdqWIPpkj9NXj6WqPysoTJIuPVp8R2o7QnzornHXEmlqa6MXCAhzMUYbhLfdMVBzM01vkVBTR0mcFzkhf9kSMkC0Nsg&__tn__=R]-R","Suka","Balas","data:image/svg+xml,%3Csvg fill='none' xmlns='http://www.w3.org/2000/svg' viewBox='0 0 16 16'%3E%3Cpath d='M16.0001 7.9996c0 4.418-3.5815 7.9996-7.9995 7.9996S.001 12.4176.001 7.9996 3.5825 0 8.0006 0C12.4186 0 16 3.5815 16 7.9996Z' fill='url(%23paint0_linear_15251_63610)'/%3E%3Cpath d='M16.0001 7.9996c0 4.418-3.5815 7.9996-7.9995 7.9996S.001 12.4176.001 7.9996 3.5825 0 8.0006 0C12.4186 0 16 3.5815 16 7.9996Z' fill='url(%23paint1_radial_15251_63610)'/%3E%3Cpath d='M16.0001 7.9996c0 4.418-3.5815 7.9996-7.9995 7.9996S.001 12.4176.001 7.9996 3.5825 0 8.0006 0C12.4186 0 16 3.5815 16 7.9996Z' fill='url(%23paint2_radial_15251_63610)' fill-opacity='.5'/%3E%3Cpath d='M7.3014 3.8662a.6974.6974 0 0 1 .6974-.6977c.6742 0 1.2207.5465 1.2207 1.2206v1.7464a.101.101 0 0 0 .101.101h1.7953c.992 0 1.7232.9273 1.4917 1.892l-.4572 1.9047a2.301 2.301 0 0 1-2.2374 1.764H6.9185a.5752.5752 0 0 1-.5752-.5752V7.7384c0-.4168.097-.8278.2834-1.2005l.2856-.5712a3.6878 3.6878 0 0 0 .3893-1.6509l-.0002-.4496ZM4.367 7a.767.767 0 0 0-.7669.767v3.2598a.767.767 0 0 0 .767.767h.767a.3835.3835 0 0 0 .3835-.3835V7.3835A.3835.3835 0 0 0 5.134 7h-.767Z' fill='%23fff'/%3E%3Cdefs%3E%3CradialGradient id='paint1_radial_15251_63610' cx='0' cy='0' r='1' gradientUnits='userSpaceOnUse' gradientTransform='rotate(90 .0005 8) scale(7.99958)'%3E%3Cstop offset='.5618' stop-color='%230866FF' stop-opacity='0'/%3E%3Cstop offset='1' stop-color='%230866FF' stop-opacity='.1'/%3E%3C/radialGradient%3E%3CradialGradient id='paint2_radial_15251_63610' cx='0' cy='0' r='1' gradientUnits='userSpaceOnUse' gradientTransform='rotate(45 -4.5257 10.9237) scale(10.1818)'%3E%3Cstop offset='.3143' stop-color='%2302ADFC'/%3E%3Cstop offset='1' stop-color='%2302ADFC' stop-opacity='0'/%3E%3C/radialGradient%3E%3ClinearGradient id='paint0_linear_15251_63610' x1='2.3989' y1='2.3999' x2='13.5983' y2='13.5993' gradientUnits='userSpaceOnUse'%3E%3Cstop stop-color='%2302ADFC'/%3E%3Cstop offset='.5' stop-color='%230866FF'/%3E%3Cstop offset='1' stop-color='%232B7EFF'/%3E%3C/linearGradient%3E%3C/defs%3E%3C/svg%3E","[object Object]","·","1 balasan"
"https://www.facebook.com/profile.php?id=61567323517291&comment_id=Y29tbWVudDoxMjc4Mjg5NzQ3MDE0NjY5XzE2ODkyODMyNTgzNjg5NjA%3D&__cft__[0]=AZXj6x8QCDp69Z55024feyPo8N-_LISYQmg5puON6GRUzUbd2LK_ELn0_31vv6y0WH4z1g-LZxzlOUrzx1YVdqWIPpkj9NXj6WqPysoTJIuPVp8R2o7QnzornHXEmlqa6MXCAhzMUYbhLfdMVBzM01vkVBTR0mcFzkhf9kSMkC0Nsg&__tn__=R]-R","","","Mulyana Mulyana","Kadieu ka Garut hyong dorokdok sareung dodol mah","Lihat terjemahan","https://static.xx.fbcdn.net/images/emoji.php/v9/t3/1/16/1f92d.png","Mii Miars membalas","6 minggu","https://www.facebook.com/zumiartie.miar/posts/pfbid02rsB6wrgHEr8a4XVN5RmbYare4mVZn7L6ns2nsfBT93sivJdCkrJpMT4f9bct1hRcl?comment_id=1689283258368960&__cft__[0]=AZXj6x8QCDp69Z55024feyPo8N-_LISYQmg5puON6GRUzUbd2LK_ELn0_31vv6y0WH4z1g-LZxzlOUrzx1YVdqWIPpkj9NXj6WqPysoTJIuPVp8R2o7QnzornHXEmlqa6MXCAhzMUYbhLfdMVBzM01vkVBTR0mcFzkhf9kSMkC0Nsg&__tn__=R]-R","Suka","Balas","data:image/svg+xml,%3Csvg fill='none' xmlns='http://www.w3.org/2000/svg' viewBox='0 0 16 16'%3E%3Cg clip-path='url(%23clip0_15251_63610)'%3E%3Cpath d='M15.9953 7.9996c0 4.418-3.5816 7.9996-7.9996 7.9996S-.004 12.4176-.004 7.9996 3.5776 0 7.9957 0c4.418 0 7.9996 3.5815 7.9996 7.9996Z' fill='url(%23paint0_linear_15251_63610)'/%3E%3Cpath d='M15.9973 7.9992c0 4.4178-3.5811 7.9992-7.9987 7.9992C3.5811 15.9984 0 12.417 0 7.9992S3.5811 0 7.9986 0c4.4176 0 7.9987 3.5814 7.9987 7.9992Z' fill='url(%23paint1_radial_15251_63610)'/%3E%3Cpath d='M15.9953 7.9996c0 4.418-3.5816 7.9996-7.9996 7.9996S-.004 12.4176-.004 7.9996 3.5776 0 7.9957 0c4.418 0 7.9996 3.5815 7.9996 7.9996Z' fill='url(%23paint2_radial_15251_63610)' fill-opacity='.8'/%3E%3Cpath d='M12.5278 8.1957c.4057.1104.6772.4854.623.9024-.3379 2.6001-2.5167 4.9012-5.1542 4.9012s-4.8163-2.3011-5.1542-4.9012c-.0542-.417.2173-.792.623-.9024.8708-.237 2.5215-.596 4.5312-.596 2.0098 0 3.6605.359 4.5312.596Z' fill='%234B280E'/%3E%3Cpath d='M11.5809 12.3764c-.9328.9843-2.1948 1.6228-3.5841 1.6228-1.3892 0-2.6512-.6383-3.5839-1.6225a1.5425 1.5425 0 0 0-.016-.0174c.4475-1.0137 2.2-1.3599 3.5999-1.3599 1.4 0 3.1514.3468 3.5998 1.3599l-.0157.0171Z' fill='url(%23paint3_linear_15251_63610)'/%3E%3Cpath fill-rule='evenodd' clip-rule='evenodd' d='M13.3049 5.8793c.1614-1.1485-.6387-2.2103-1.7872-2.3717l-.0979-.0138c-1.1484-.1614-2.2103.6388-2.3717 1.7872l-.0163.1164a.5.5 0 0 0 .9902.1392l.0163-.1164c.0846-.6016.6408-1.0207 1.2424-.9362l.0978.0138c.6016.0845 1.0207.6407.9362 1.2423l-.0164.1164a.5.5 0 0 0 .9903.1392l.0163-.1164ZM2.6902 5.8793c-.1614-1.1485.6387-2.2103 1.7872-2.3717l.0979-.0138c1.1484-.1614 2.2103.6388 2.3717 1.7872l.0164.1164a.5.5 0 1 1-.9903.1392l-.0163-.1164c-.0846-.6016-.6408-1.0207-1.2423-.9362l-.098.0138c-.6015.0845-1.0206.6407-.936 1.2423l.0163.1164a.5.5 0 0 1-.9902.1392l-.0164-.1164Z' fill='%231C1C1D'/%3E%3C/g%3E%3Cdefs%3E%3CradialGradient id='paint1_radial_15251_63610' cx='0' cy='0' r='1' gradientUnits='userSpaceOnUse' gradientTransform='matrix(0 7.9992 -7.99863 0 7.9986 7.9992)'%3E%3Cstop offset='.5637' stop-color='%23FF5758' stop-opacity='0'/%3E%3Cstop offset='1' stop-color='%23FF5758' stop-opacity='.1'/%3E%3C/radialGradient%3E%3CradialGradient id='paint2_radial_15251_63610' cx='0' cy='0' r='1' gradientUnits='userSpaceOnUse' gradientTransform='rotate(45 -4.5272 10.9202) scale(10.1818)'%3E%3Cstop stop-color='%23FFF287'/%3E%3Cstop offset='1' stop-color='%23FFF287' stop-opacity='0'/%3E%3C/radialGradient%3E%3ClinearGradient id='paint0_linear_15251_63610' x1='2.396' y1='2.3999' x2='13.5954' y2='13.5993' gradientUnits='userSpaceOnUse'%3E%3Cstop stop-color='%23FFF287'/%3E%3Cstop offset='1' stop-color='%23F68628'/%3E%3C/linearGradient%3E%3ClinearGradient id='paint3_linear_15251_63610' x1='5.1979' y1='10.7996' x2='5.245' y2='14.2452' gradientUnits='userSpaceOnUse'%3E%3Cstop stop-color='%23FF60A4'/%3E%3Cstop offset='.2417' stop-color='%23FA2E3E'/%3E%3Cstop offset='1' stop-color='%23BC0A26'/%3E%3C/linearGradient%3E%3CclipPath id='clip0_15251_63610'%3E%3Cpath fill='%23fff' d='M-.002 0h16v15.9992h-16z'/%3E%3C/clipPath%3E%3C/defs%3E%3C/svg%3E","[object Object]","·","1 balasan"
"https://www.facebook.com/profile.php?id=100092039271113&comment_id=Y29tbWVudDoxMjc4Mjg5NzQ3MDE0NjY5XzcyMzA4Mzg1Mzg0MjExMA%3D%3D&__cft__[0]=AZXj6x8QCDp69Z55024feyPo8N-_LISYQmg5puON6GRUzUbd2LK_ELn0_31vv6y0WH4z1g-LZxzlOUrzx1YVdqWIPpkj9NXj6WqPysoTJIuPVp8R2o7QnzornHXEmlqa6MXCAhzMUYbhLfdMVBzM01vkVBTR0mcFzkhf9kSMkC0Nsg&__tn__=R]-R","","","Yati Nurhayati","Enak teh gurih aku juga kalau mudik ke garut kalau di jalan suka jajan","","","Mii Miars membalas","6 minggu","https://www.facebook.com/zumiartie.miar/posts/pfbid02rsB6wrgHEr8a4XVN5RmbYare4mVZn7L6ns2nsfBT93sivJdCkrJpMT4f9bct1hRcl?comment_id=723083853842110&__cft__[0]=AZXj6x8QCDp69Z55024feyPo8N-_LISYQmg5puON6GRUzUbd2LK_ELn0_31vv6y0WH4z1g-LZxzlOUrzx1YVdqWIPpkj9NXj6WqPysoTJIuPVp8R2o7QnzornHXEmlqa6MXCAhzMUYbhLfdMVBzM01vkVBTR0mcFzkhf9kSMkC0Nsg&__tn__=R]-R","Suka","Balas","data:image/svg+xml,%3Csvg fill='none' xmlns='http://www.w3.org/2000/svg' viewBox='0 0 16 16'%3E%3Cpath d='M16.0001 7.9996c0 4.418-3.5815 7.9996-7.9995 7.9996S.001 12.4176.001 7.9996 3.5825 0 8.0006 0C12.4186 0 16 3.5815 16 7.9996Z' fill='url(%23paint0_linear_15251_63610)'/%3E%3Cpath d='M16.0001 7.9996c0 4.418-3.5815 7.9996-7.9995 7.9996S.001 12.4176.001 7.9996 3.5825 0 8.0006 0C12.4186 0 16 3.5815 16 7.9996Z' fill='url(%23paint1_radial_15251_63610)'/%3E%3Cpath d='M16.0001 7.9996c0 4.418-3.5815 7.9996-7.9995 7.9996S.001 12.4176.001 7.9996 3.5825 0 8.0006 0C12.4186 0 16 3.5815 16 7.9996Z' fill='url(%23paint2_radial_15251_63610)' fill-opacity='.5'/%3E%3Cpath d='M7.3014 3.8662a.6974.6974 0 0 1 .6974-.6977c.6742 0 1.2207.5465 1.2207 1.2206v1.7464a.101.101 0 0 0 .101.101h1.7953c.992 0 1.7232.9273 1.4917 1.892l-.4572 1.9047a2.301 2.301 0 0 1-2.2374 1.764H6.9185a.5752.5752 0 0 1-.5752-.5752V7.7384c0-.4168.097-.8278.2834-1.2005l.2856-.5712a3.6878 3.6878 0 0 0 .3893-1.6509l-.0002-.4496ZM4.367 7a.767.767 0 0 0-.7669.767v3.2598a.767.767 0 0 0 .767.767h.767a.3835.3835 0 0 0 .3835-.3835V7.3835A.3835.3835 0 0 0 5.134 7h-.767Z' fill='%23fff'/%3E%3Cdefs%3E%3CradialGradient id='paint1_radial_15251_63610' cx='0' cy='0' r='1' gradientUnits='userSpaceOnUse' gradientTransform='rotate(90 .0005 8) scale(7.99958)'%3E%3Cstop offset='.5618' stop-color='%230866FF' stop-opacity='0'/%3E%3Cstop offset='1' stop-color='%230866FF' stop-opacity='.1'/%3E%3C/radialGradient%3E%3CradialGradient id='paint2_radial_15251_63610' cx='0' cy='0' r='1' gradientUnits='userSpaceOnUse' gradientTransform='rotate(45 -4.5257 10.9237) scale(10.1818)'%3E%3Cstop offset='.3143' stop-color='%2302ADFC'/%3E%3Cstop offset='1' stop-color='%2302ADFC' stop-opacity='0'/%3E%3C/radialGradient%3E%3ClinearGradient id='paint0_linear_15251_63610' x1='2.3989' y1='2.3999' x2='13.5983' y2='13.5993' gradientUnits='userSpaceOnUse'%3E%3Cstop stop-color='%2302ADFC'/%3E%3Cstop offset='.5' stop-color='%230866FF'/%3E%3Cstop offset='1' stop-color='%232B7EFF'/%3E%3C/linearGradient%3E%3C/defs%3E%3C/svg%3E","[object Object]","·","1 balasan"
