username,comment,date,platform
DENSOP ,coklat kesukaan saya kalo maen ke garut🥰,6/16/2024,tiktok
yuli_bonist,mami🥰,5/25/2024,tiktok
Firman Abdillah,chocodot mi,5/26/2024,tiktok
giesdha,mami meni cocom sareng toko na eta acukk,5/28/2024,tiktok
prhazna,salam dari asgar momy🥰,5/27/2024,tiktok
teteh konter 🦁,mih lain nyimpan hl kren abi,5/26/2024,tiktok
naddinnn🎀🎀,pertama bisa kali di sapa mami hunny,5/25/2024,tiktok
Ichaa,aku dekettt,5/29/2024,tiktok
icelll,mamihh nyobain ke citimall mihh😁,5/27/2024,tiktok
lluvv.fauziah✨💫,mamih Hanny abi orng garut siah,5/26/2024,tiktok
Santi sandi,"salam ti garut mamih, caket pisan ti bumi abi",5/26/2024,tiktok
NOT.S1E,ulin atuh ka bebedahan atuh mamih pliss,5/26/2024,tiktok
Agus Supriadi,😂 Wah deket rumah sayah ini toko oleh2 nya .,5/28/2024,tiktok
umiiigabutbut,suganteh sesi mih eta mirip hehe,5/29/2024,tiktok
rska_,coklat chocodot kesukaan aku 🤤,6/7/2024,tiktok
r,aduh si tth yg ngejelasin nya cantikkk,5/26/2024,tiktok
cindyyysw,mamiii teu ngawartosan Bade kdieu teh😭,5/26/2024,tiktok
shin_,ihh iraha masih kdny?,5/27/2024,tiktok
DadangMulyanaChannel,"Lokasi syutingnya di Stasiun Garut bagus kayaknya Mamih..., ditunggu lagi di Garut yah Mamih...",5/25/2024,tiktok
AniHabib,mamih hyong kerudungna😍,6/14/2024,tiktok
*Nda_🇪🇪_well,mih lagi di garut sini mampir di leles mihh🥰,5/26/2024,tiktok
mayy♌,"mamahh, kadieu Abi di pemda",5/28/2024,tiktok
Damayanti 🌹,lmn apal mami ke garut abi hyng pendak,5/26/2024,tiktok
panggil aja rai 💋,sama atuh mih nama nya raisa,6/8/2024,tiktok
nellabeautyshop,ahh teu pendak mamih 🥺🥺🥺,5/28/2024,tiktok
Rima,mami hanny masih di garut ga? pengen atuh di poto,5/26/2024,tiktok
𝕬𝖖𝖚𝖆𝖗𝖎𝖚𝖘𝖌𝖎𝖗𝖑144,hayang miih coklatna😊,5/25/2024,tiktok
Aciewbd,mih lucu baju nya 🥰,5/26/2024,tiktok
TiaAsy,mamih apal ka bu Sri ayu andayani te wkwk,5/26/2024,tiktok
Azizah Nae,mamyhuny hyong tiung kiserana ih tapi mahal🥺,5/29/2024,tiktok
ultahnya 1januari;(,15 THN meren🥹,5/26/2024,tiktok
Tien72,uluuuhhhh mami...eta mah caket bumi abi atuh...🤗,5/26/2024,tiktok
suci indah Sari,kemarin liat mamih tapi takut salah 😁,5/26/2024,tiktok
mamah arsyad,salam mamih abi ge ti garut meni resep pisan ka mamih,5/25/2024,tiktok
Chiken Aajago,semoga mami hunny bisa mampir jajan spageti aajago🥰,5/26/2024,tiktok
Cicih Nyonge,warna krudung ma baju sama ky cat dibekang Mih 🤣😂,5/26/2024,tiktok
Mamicakur,Hoyong atu mamih Chocodot na 😁😁🥰,5/26/2024,tiktok
𝓲𝓹𝓲,mamii itu dket ruma akuu🥺,5/27/2024,tiktok
Ritta Rosita Rosita,nyusul aaaachh ka garuuttt...💃💃💃😍😍😍,5/26/2024,tiktok
Viviane west,Ehhhh masih ada anak bungsu kah cantikuu 😍😍😍😍🙏🏻🙏🏻🙏🏻❤️❤️❤️❤️,5/26/2024,tiktok
Nurul Bukhori,😘😘😘😘😘💕💕🥰🥰🥰🥰,5/25/2024,tiktok
zalfaa,ih bajunya samaan sm chat nya,5/26/2024,tiktok
DEDE PERMATA,😍😍😍,5/25/2024,tiktok
dianah,😂,21-May,tiktok
✨,😆,16-Apr,tiktok
sarahé,ka,7/21/2024,tiktok
$isca_shetorus,🤩🤩🤩,6/17/2024,tiktok
Selviani putri saepudin,"alah mamih,bsa iraha k chocodot,mni hyong ninggal mamih aslina,abi rumah cket dinya",5/28/2024,tiktok
amanah,😍😍😍,5/27/2024,tiktok
CucuHerawatiAzkyaAzkan,❤❤❤,5/26/2024,tiktok
al,🥰,5/26/2024,tiktok
Elsa np,mamih hyong atuh menikabita abi mah te kapeser coklat ktu teh🥺,5/25/2024,tiktok
Aulian Syaqib,😂😂😂,5/25/2024,tiktok
Ratu_PIPIT[VMF],🥰🥰🥰😍😍,5/25/2024,tiktok
IG rahmawatee.21,🥰🥰🥰,5/25/2024,tiktok
imamat,"Semoga Allah melimpahkan keselamatan, rahmat, dan keberkahan-Nya'.",5/25/2024,tiktok
putrijinggajing57,Mami atuh mampir ke rmh aku urang ngaliweut😁,5/26/2024,tiktok
lily96,mamih pngen chocodot ngidam nih,5/26/2024,tiktok
Novi Tasyara,aku kira anak bungsu nya mami tuh Otong,5/26/2024,tiktok
bunda.chichi.collection,eeeh eta coklat anu sok aya kata2na mih inget keur ngora mun dibere lalaki eta coklat eta😂😂,5/25/2024,tiktok
125,gw yang lahir 2009 bulan Januari baru umur 15 tahun☺️,7/13/2024,tiktok
bakul ocha shop,mih eta tiung di jual teu bagus 👍,6/4/2024,tiktok
neneng_gonjreng,kapan mamih ke chochodot,5/27/2024,tiktok
kahayang,mamih huny gaduh murangkalih baraha,5/27/2024,tiktok
igiOWELL🀄,hah???? gw aja 2008 belom 16🗿🗿🗿,5/26/2024,tiktok
dianpras,mamih itu kode berapa hijab Kisera nya pengen beli🥰,5/25/2024,tiktok
Asep guludug,berapa bank,12/7/2024,tiktok
Nenkfiet3,sieun di suruh maen heula ah😅,12/23/2024,tiktok
F,garut na palih mna,12/15/2024,tiktok
𝗩𝗶𝗻𝗭𝗼𝗼🤙🏻,ges pernah ey enak pas mondok di hotel fave,12/18/2024,tiktok
Natak1️⃣✨🫧,Jalan mana a nya,12/16/2024,tiktok
Icha Anisa,waww Mantapp ❤️,1-Apr,tiktok
aghni.n.s,a arah mana ini😭,12/15/2024,tiktok
RAISYACINTAMATCHA🍵🍵💚💚,itu di mana a ????,12/19/2024,tiktok
dunning71,enak bgt sekali coba pengen beli lagi😳,30-Jan,tiktok
By_an,nitip euy kalo pas balik,17-Jan,tiktok
𝜗𝜚,mw,12/11/2024,tiktok
dewirestu,🤗,13-Aug,tiktok
phink,🥰,31-Jul,tiktok
Safilaswr,😂😂😂,22-Jul,tiktok
kikinini,🙏,25-Jun,tiktok
assyifa,😂,5-Apr,tiktok
maldyrifaldy,😂,26-Jan,tiktok
Ruly Rahmawati,🥺🥺🥺,17-Jan,tiktok
Raadeen,😁,12/11/2024,tiktok
vls🤭,deket kantor bapakku dong🥰,2-Feb,tiktok
