css-175oi2r_href,css-9pa8cd_src,css-1jxf684,css-1jxf684_2,css-1jxf684_3,r-4qtqp9_src_2,css-1jxf684_4,css-175oi2r_href_4,css-9pa8cd_src_2,css-175oi2r_href_5,css-1jxf684_5,css-1jxf684_6,css-1jxf684_7,css-1jxf684_8,css-1jxf684_9,css-1jxf684_10,css-1jxf684_11,css-146c3p1_href,css-146c3p1,r-1p0dtai_src,unnamed:_20,unnamed:_21,unnamed:_22,unnamed:_23,unnamed:_24,unnamed:_25,unnamed:_26,unnamed:_27,unnamed:_28
gendhis,https://x.com/amusendhis,https://pbs.twimg.com/profile_images/1947312952048033792/akC7HNsZ_bigger.jpg,https://x.com/amusendhis,@amusendhis,·,11 Agt,jkt ujan trs makan,,https://x.com/amusendhis/status/1954886232867250252,baso,aci,enak bgt,,,,,https://x.com/amusendhis/status/1954886232867250252/photo/1,https://pbs.twimg.com/media/GyEmoTRaIAAwC2A?format=jpg&name=900x900,,,,,21,14,,https://x.com/amusendhis/status/1954886232867250252/analytics,1 rb,https://abs-0.twimg.com/emoji/v2/svg/1fab7.svg
Caramelmachiato,https://x.com/sweeeztie,https://pbs.twimg.com/profile_images/1952383132185030656/7rtk9VNc_bigger.jpg,https://x.com/sweeeztie,@sweeeztie,·,8 Agt,Besttt,https://abs-0.twimg.com/emoji/v2/svg/1f60d.svg,https://x.com/sweeeztie/status/1953766822878360050,baso,aci,galaxy,https://abs-0.twimg.com/emoji/v2/svg/1f60d.svg,,,,https://x.com/sweeeztie/status/1953766822878360050/photo/1,https://pbs.twimg.com/media/Gx0skJ-bsAUBpCL?format=jpg&name=900x900,,,,,6,8,,https://x.com/sweeeztie/status/1953766822878360050/analytics,319,
𝚕𝚢𝚕𝚒𝚟,https://x.com/fallinflowelily,https://pbs.twimg.com/profile_images/1730805993779671040/OchJ6j4R_bigger.jpg,https://x.com/fallinflowelily,@fallinflowelily,·,12 Agt,,https://abs-0.twimg.com/emoji/v2/svg/1f924.svg,https://x.com/fallinflowelily/status/1955250909824553234,baso,aci,dilu gaksiiie,,,https://x.com/fallinflowelily/status/1955250909824553234/photo/1,https://pbs.twimg.com/media/GyJyVSGWUAAFlL5?format=jpg&name=900x900,https://x.com/fallinflowelily/status/1955250909824553234/photo/2,https://pbs.twimg.com/media/GyJyVSMXQAEBTL3?format=jpg&name=900x900,,,,,5,4,,https://x.com/fallinflowelily/status/1955250909824553234/analytics,309,
baso aci stroberi,https://x.com/ddalgimilk_,https://pbs.twimg.com/profile_images/1704054739162497024/4_XjHSF1_bigger.jpg,https://x.com/ddalgimilk_,@ddalgimilk_,·,10 Agt,well spent sunday dengan 2 bocah ini,https://abs-0.twimg.com/emoji/v2/svg/1f353.svg,https://x.com/ddalgimilk_/status/1954529624765182383,@nohyuuuuuck,,,,,,,https://x.com/ddalgimilk_/status/1954529624765182383/photo/1,https://pbs.twimg.com/media/Gx_iSY-bUAAzK7p?format=jpg&name=900x900,,@eggcikinroll,,,1,3,7,https://x.com/ddalgimilk_/status/1954529624765182383/analytics,1 rb,https://abs-0.twimg.com/emoji/v2/svg/1f95b.svg
Yanto Tegek,https://x.com/sudahvaksinasi,https://pbs.twimg.com/profile_images/1942328786227453952/_DFc7QdJ_bigger.jpg,https://x.com/sudahvaksinasi,@sudahvaksinasi,·,15 Agt,Buat man teman para pecinta,https://abs-0.twimg.com/emoji/v2/svg/1f929.svg,https://x.com/sudahvaksinasi/status/1956275984983810235,baso,aci,", nih tak kasih rekomendasi enak! Rasa asin, gurih, pedesnya balance. Disetiap ciloknya ada isian tulang rangu, dan topping2nya kyk cuanki tahu, siomay & lidah enak. Berminat? Langsung cus order ke temanku",https://abs-0.twimg.com/emoji/v2/svg/1f924.svg,,,,https://x.com/sudahvaksinasi/status/1956275984983810235/photo/1,https://pbs.twimg.com/media/GyYWow_agAAIUAv?format=jpg&name=900x900,ya. Wajib nyoba!,@kentangorenx,,,1,2,,https://x.com/sudahvaksinasi/status/1956275984983810235/analytics,291,
Baso Aci,https://x.com/yuliastriindra,https://pbs.twimg.com/profile_images/1526632244458434560/uJ_bdDSX_bigger.jpg,https://x.com/yuliastriindra,@yuliastriindra,·,9 Mei 2022,"nemu di snapgram temenku, jodoh orang cakep bgt si herannn",https://abs-0.twimg.com/emoji/v2/svg/1f62d.svg,https://x.com/yuliastriindra/status/1523649422714114051,,,,,,https://x.com/yuliastriindra/status/1523649422714114051/photo/1,https://pbs.twimg.com/media/FSUXEPoaAAAtwo9?format=jpg&name=900x900,https://x.com/yuliastriindra/status/1523649422714114051/photo/2,https://pbs.twimg.com/media/FSUXEoaaMAAouF0?format=jpg&name=900x900,,@refalhady,,,240,761,4 rb,https://x.com/yuliastriindra/status/1523649422714114051/analytics,,
sil 𐚁,https://x.com/yawnsils,https://pbs.twimg.com/profile_images/1948309906123067392/S-1ra-0q_bigger.jpg,https://x.com/yawnsils,@yawnsils,·,18 Agt,ini salah angle apa gmn? sungjin bulet banget kek,,https://x.com/yawnsils/status/1957305511160021501,baso,aci,wkwkwk,,,,,,,,0:01 / 0:42,,Dari,10,3,35,https://x.com/yawnsils/status/1957305511160021501/analytics,1 rb,
Brawijaya Menfess,https://x.com/yubifess,https://pbs.twimg.com/profile_images/1947289524062814208/qh5l_Puz_bigger.jpg,https://x.com/yubifess,@yubifess,·,18 Agt,braw! siapa yg mau beli,https://abs-0.twimg.com/emoji/v2/svg/1f44a.svg,https://x.com/yubifess/status/1957355768023294447,baso,,aciii? 5k per bungkus yaa. bisa dianter sampe depan kost. beli 3 gratis ongkir. beli di bawah 3 kena ongkir 1-3k an aja ya. yg mau rep aja. nanti sender dm in hehe,https://abs-0.twimg.com/emoji/v2/svg/1f60b.svg,,https://x.com/yubifess/status/1957355768023294447/photo/1,https://pbs.twimg.com/media/GynssqaWsAApqNf?format=jpg&name=900x900,,,,,,,30,1,32,https://x.com/yubifess/status/1957355768023294447/analytics,5 rb,
baso aci tiga ribu,https://x.com/basoaci3ribu,https://pbs.twimg.com/profile_images/1833812148310679552/XOEHGsFF_bigger.jpg,https://x.com/basoaci3ribu,@basoaci3ribu,·,19 Agt,,,https://x.com/basoaci3ribu/status/1957768933324271657,,,,,,,,https://x.com/basoaci3ribu/status/1957768933324271657/photo/1,https://pbs.twimg.com/media/Gytkdm4acAIdjkV?format=jpg&name=medium,,,,,2,27,,https://x.com/basoaci3ribu/status/1957768933324271657/analytics,1 rb,
GUIS,https://x.com/FOOD_FESS,https://pbs.twimg.com/profile_images/1475459335706726401/hqyNcS9F_bigger.jpg,https://x.com/FOOD_FESS,@FOOD_FESS,·,14 Agt,guis siapa yang belum coba,https://abs-0.twimg.com/emoji/v2/svg/1f924.svg,https://x.com/FOOD_FESS/status/1955958866929168722,baso,aci,khas garuttt? isinya ada jando sm ayamm! 11rb an azzaa,https://abs-0.twimg.com/emoji/v2/svg/1f606.svg,https://abs-0.twimg.com/emoji/v2/svg/1f4cd.svg,https://x.com/FOOD_FESS/status/1955958866929168722/photo/1,https://pbs.twimg.com/media/GyT2ONyWEAIJLb6?format=jpg&name=900x900,,,gratong ke luar kota via tokren! bisa nyebrang pulau juga,,Otomatis,,6,3,11,https://x.com/FOOD_FESS/status/1955958866929168722/analytics,5 rb,
nindy,https://x.com/wnisekai,https://pbs.twimg.com/profile_images/1917024272721317888/1_KfICZp_bigger.jpg,https://x.com/wnisekai,@wnisekai,·,8 Agt,yg paling sering aku repurchase berkali-kali…,https://abs-0.twimg.com/emoji/v2/svg/2728.svg,https://x.com/wnisekai/status/1953762171713675364,baso,aci,sami raos,https://abs-0.twimg.com/emoji/v2/svg/2728.svg,https://abs-0.twimg.com/emoji/v2/svg/1f517.svg,https://x.com/wnisekai/status/1953762171713675364/photo/1,https://pbs.twimg.com/media/Gx0oUmNbsAALPKh?format=jpg&name=small,https://x.com/wnisekai/status/1953762171713675364/photo/2,https://pbs.twimg.com/media/Gx0oUmQbsAMQ7Is?format=jpg&name=small,geprek,baso,aci,Membalas,2,3,8,https://x.com/wnisekai/status/1953762171713675364/analytics,804,
fir.,https://x.com/inseupirits,https://pbs.twimg.com/profile_images/1939243969948389376/BEr2iOCY_bigger.jpg,https://x.com/inseupirits,@inseupirits,·,20 Okt 2018,THREAD MEMBUAT,,https://x.com/inseupirits/status/1053587445218861056,BASO,ACI,DENGAN CEPAT DAN MUDAH,,,,,https://x.com/inseupirits/status/1053587445218861056/photo/1,https://pbs.twimg.com/media/Dp8YKjOU8AA3UA4?format=jpg&name=900x900,,,,,2,211,1 rb,https://x.com/inseupirits/status/1053587445218861056/analytics,,
Thread Shopee,https://x.com/threadshopee,https://pbs.twimg.com/profile_images/1440835097020665856/_egDSmDJ_bigger.jpg,https://x.com/threadshopee,@threadshopee,·,31-Jan-21,,,https://x.com/threadshopee/status/1355706531442921474,Baso,aci,"geprek
Harga: 13.000 - 18.500
Link:",,,https://x.com/threadshopee/status/1355706531442921474/photo/1,https://pbs.twimg.com/media/EtBv5SFVoAYrEvR?format=jpg&name=small,https://x.com/threadshopee/status/1355706531442921474/photo/2,https://pbs.twimg.com/media/EtBv5fBVEAMTs3W?format=jpg&name=small,,,,Membalas,3,70,423,https://x.com/threadshopee/status/1355706531442921474/analytics,,https://abs-0.twimg.com/emoji/v2/svg/2728.svg
nay,https://x.com/eacchiel,https://pbs.twimg.com/profile_images/1938466034035658753/1WOU3mog_bigger.jpg,https://x.com/eacchiel,@eacchiel,·,20-Jun,"bener banget kak, untung di domku ada yang jualan",https://abs-0.twimg.com/emoji/v2/svg/1f97a.svg,https://x.com/eacchiel/status/1935844250375405785,baso,aci,.  ini totalnya 12k dapet,,,https://help.x.com/rules-and-policies/authenticity,https://abs.twimg.com/responsive-web/client-web/parody-mask.92274f0a.svg,https://x.com/eacchiel/status/1935844250375405785/photo/1,https://pbs.twimg.com/media/Gt2AFhvbwAADV6d?format=jpg&name=900x900,JIMIN IS BACK,baso,aci,Membalas,7,1,235,https://x.com/eacchiel/status/1935844250375405785/analytics,33 rb,https://abs-0.twimg.com/emoji/v2/svg/1f98b.svg
Riyan || Mumet Ver.,https://x.com/eseojoon,https://pbs.twimg.com/profile_images/1875173455869685760/bcHBtS1V_bigger.jpg,https://x.com/eseojoon,@eseojoon,·,9 Agt,"BELI JUALAN GUE! 
Kalo lo pada liat di grup ub mager promosi ini. itu gue…. basreng",,https://x.com/eseojoon/status/1953913154754510942,baso,aci,5 rebuan doang,,,https://x.com/eseojoon/status/1953913154754510942/photo/1,https://pbs.twimg.com/media/Gx2xpx1bsAUDD9C?format=jpg&name=900x900,https://x.com/eseojoon/status/1953913154754510942/photo/2,https://pbs.twimg.com/media/Gx2xpx2bsAQtvJw?format=jpg&name=small,,,,,3,1,,https://x.com/eseojoon/status/1953913154754510942/analytics,964,
BASE ON.,https://x.com/nctzenbase,https://pbs.twimg.com/profile_images/1377637072077393928/mjovA1q5_bigger.jpg,https://x.com/nctzenbase,@nctzenbase,·,3-Sep-23,2,https://abs-0.twimg.com/emoji/v2/svg/1faf6.svg,https://x.com/nctzenbase/status/1698251650727903581,baso,aci,vs,https://abs-0.twimg.com/emoji/v2/svg/1f91b-1f3fb.svg,https://abs-0.twimg.com/emoji/v2/svg/1f973.svg,https://x.com/nctzenbase/status/1698251650727903581/photo/1,https://pbs.twimg.com/media/F5Fm39TacAAFee4?format=jpg&name=900x900,,,urat,baso,Otomatis,,8,27,309,https://x.com/nctzenbase/status/1698251650727903581/analytics,8 rb,
Riva,https://x.com/skyecloudys,https://pbs.twimg.com/profile_images/1908326935358545920/HBBxgL7x_bigger.jpg,https://x.com/skyecloudys,@skyecloudys,·,5 Agt,BINGUBG BGT MAU MAKAN CIMOL BOJOT,https://abs-0.twimg.com/emoji/v2/svg/1f62d.svg,https://x.com/skyecloudys/status/1952745223576080598,BASO,ACI,APA CILOK GOANG,https://abs-0.twimg.com/emoji/v2/svg/1f62d.svg,https://abs-0.twimg.com/emoji/v2/svg/1f62d.svg,,https://pbs.twimg.com/ext_tw_video_thumb/1952745125886746625/pu/img/EQo3zWd-3xgu2SbM.jpg,,,,,,,3,42,253,https://x.com/skyecloudys/status/1952745223576080598/analytics,572,https://abs-0.twimg.com/emoji/v2/svg/1f62d.svg
raey ˚,https://x.com/tyubin_nie,https://pbs.twimg.com/profile_images/1917705929933639680/aSYYM-vT_bigger.jpg,https://x.com/tyubin_nie,@tyubin_nie,·,4 Agt,guyss mwu,,https://x.com/tyubin_nie/status/1952332103917740329,baso,aci,?,,,https://help.x.com/rules-and-policies/authenticity,https://abs.twimg.com/responsive-web/client-web/parody-mask.92274f0a.svg,https://x.com/tyubin_nie/status/1952332103917740329/photo/1,https://pbs.twimg.com/media/GxgTsf_aYAAs7PK?format=jpg&name=900x900,,,,,32,,,https://x.com/tyubin_nie/status/1952332103917740329/analytics,932,https://abs-0.twimg.com/emoji/v2/svg/1f433.svg
Riva,https://x.com/skyecloudys,https://pbs.twimg.com/profile_images/1908326935358545920/HBBxgL7x_bigger.jpg,https://x.com/skyecloudys,@skyecloudys,·,5 Agt,BINGUBG BGT MAU MAKAN CIMOL BOJOT,https://abs-0.twimg.com/emoji/v2/svg/1f62d.svg,https://x.com/skyecloudys/status/1952745223576080598,BASO,ACI,APA CILOK GOANG,https://abs-0.twimg.com/emoji/v2/svg/1f62d.svg,https://abs-0.twimg.com/emoji/v2/svg/1f62d.svg,,,,,,0:19,,,3,42,253,https://x.com/skyecloudys/status/1952745223576080598/analytics,572,https://abs-0.twimg.com/emoji/v2/svg/1f62d.svg
Basani SA,https://x.com/BasaniSA,https://pbs.twimg.com/profile_images/1830576748494266368/eV09zA_v_bigger.jpg,https://x.com/BasaniSA,@BasaniSA,·,13-Nov-23,Nuestro,https://abs-0.twimg.com/emoji/v2/svg/1f60d.svg,https://x.com/BasaniSA/status/1723851309822943368,,,mañana volviendo a casa en Aldo Bonzi,https://abs-0.twimg.com/emoji/v2/svg/1f498.svg,https://abs-0.twimg.com/emoji/v2/svg/2728.svg,,,https://x.com/BasaniSA/status/1723851309822943368/photo/1,https://pbs.twimg.com/media/F-xZn6aXkAA2EOt?format=jpg&name=medium,#Basani,,,,46,1 rb,17 rb,https://x.com/BasaniSA/status/1723851309822943368/analytics,594 rb,
tarara,https://x.com/intaeractiv,https://pbs.twimg.com/profile_images/1954517127865786368/ulptPVB2_bigger.jpg,https://x.com/intaeractiv,@intaeractiv,·,15 Agt,Ini,https://abs-0.twimg.com/emoji/v2/svg/1f62d.svg,https://x.com/intaeractiv/status/1956374947800187164,baso,aci,apa batu anjg keras bgt,https://abs-0.twimg.com/emoji/v2/svg/1f62d.svg,https://abs-0.twimg.com/emoji/v2/svg/1f62d.svg,,,https://x.com/intaeractiv/status/1956374947800187164/photo/1,https://pbs.twimg.com/media/GyZwo6ha0AA_psg?format=jpg&name=900x900,,,,,2,,,https://x.com/intaeractiv/status/1956374947800187164/analytics,88,
arga,https://x.com/rubyodrigo,https://pbs.twimg.com/profile_images/1957753118109962240/DDhTn2QH_bigger.jpg,https://x.com/rubyodrigo,@rubyodrigo,·,30-Jul,enjoying my coffee and,,https://x.com/rubyodrigo/status/1950464525632954679,baso,aci,is,,,,,,,#now,GIF,,,2,9,,https://x.com/rubyodrigo/status/1950464525632954679/analytics,654,
Baso Aci,https://x.com/yuliastriindra,https://pbs.twimg.com/profile_images/1526632244458434560/uJ_bdDSX_bigger.jpg,https://x.com/yuliastriindra,@yuliastriindra,·,18mnt,Mohon izin melaporkan PR nih untuk POLRI.,https://abs-0.twimg.com/emoji/v2/svg/1f602.svg,https://x.com/yuliastriindra/status/1958387405960233146,@ListyoSigitP,,"Saya dijadikan umpan untuk salah 2 misi 1. Khusus, 1 umum. Umpan malah terluka. Karena target melakukan perlawanan. Ganti plan A ke plan-plan pak supir",https://abs-0.twimg.com/emoji/v2/svg/1f92a.svg,https://abs-0.twimg.com/emoji/v2/svg/1faf5-1f3fb.svg,https://x.com/yuliastriindra/status/1958387405960233146/photo/1,https://pbs.twimg.com/media/Gy2W8bpbwAAFbWH?format=jpg&name=small,https://x.com/yuliastriindra/status/1958387405960233146/photo/2,https://pbs.twimg.com/media/Gy2W8bybMAAPMjP?format=jpg&name=small,,@DivHumas_Polri,,,,,,https://x.com/yuliastriindra/status/1958387405960233146/analytics,3,
𝑅𝒶𝓃,https://x.com/inihairan,https://pbs.twimg.com/profile_images/1953756936358539264/0XxYqDA7_bigger.jpg,https://x.com/inihairan,@inihairan,·,14 Agt,SPILL LINK BELI >>,https://abs-0.twimg.com/emoji/v2/svg/1f516.svg,https://x.com/inihairan/status/1955910191037473005,baso,aci,dimsum,https://abs-0.twimg.com/emoji/v2/svg/1f516.svg,https://abs-0.twimg.com/emoji/v2/svg/1f516.svg,https://x.com/inihairan/status/1955910191037473005/photo/1,https://pbs.twimg.com/media/GyTJ8Zua4AAm0FX?format=jpg&name=small,https://x.com/inihairan/status/1955910191037473005/photo/2,https://pbs.twimg.com/media/GyTJ8Zza4AkIvMe?format=jpg&name=small,brownies,s.shopee.co.id/1Vn42Ic4Jh,http://,Membalas,1,1,6,https://x.com/inihairan/status/1955910191037473005/analytics,825,https://abs-0.twimg.com/emoji/v2/svg/1f36c.svg
Mik Ijo Asahi,https://x.com/teubeeee,https://pbs.twimg.com/profile_images/1952315861722906625/VvYCV06f_bigger.jpg,https://x.com/teubeeee,@teubeeee,·,20mnt,,https://abs-0.twimg.com/emoji/v2/svg/2764-fe0f-200d-1f525.svg,https://x.com/teubeeee/status/1958386831172751693,Baso,aci,gais,,,,,https://x.com/teubeeee/status/1958386831172751693/photo/1,https://pbs.twimg.com/media/Gy2WcMsbIAAgKnF?format=jpg&name=900x900,,,,,1,,,https://x.com/teubeeee/status/1958386831172751693/analytics,11,https://abs-0.twimg.com/emoji/v2/svg/2764-fe0f-200d-1f525.svg
Pikachu,https://x.com/itsufika,https://pbs.twimg.com/profile_images/1856392971161329664/Xn2EBtJa_bigger.jpg,https://x.com/itsufika,@itsufika,·,18 Agt,Pecinta,https://abs-0.twimg.com/emoji/v2/svg/1f4af.svg,https://x.com/itsufika/status/1957327479854555472,baso,aci,wajib coba,https://abs-0.twimg.com/emoji/v2/svg/1f449.svg,https://abs-0.twimg.com/emoji/v2/svg/1f924.svg,https://x.com/itsufika/status/1957327479854555472/photo/1,https://pbs.twimg.com/media/GynS9pUbEAA_dh7?format=jpg&name=900x900,,,"Truly a hidden gem in this economy. 

belinya disini",,,Membalas,11,,,https://x.com/itsufika/status/1957327479854555472/analytics,466,
POLINES MENFESS,https://x.com/Polinesmnfs,https://pbs.twimg.com/profile_images/1649379886732316673/7znQlYfv_bigger.jpg,https://x.com/Polinesmnfs,@Polinesmnfs,·,30-Jul,"-plns ready indomie, pancake durian roll,",https://abs-0.twimg.com/emoji/v2/svg/1f973.svg,https://x.com/Polinesmnfs/status/1950398528800641478,baso,aci,ayam suwir jumbo hari ini free deliv area tembalang,,,https://x.com/Polinesmnfs/status/1950398528800641478/photo/1,https://pbs.twimg.com/media/GxE1DICa0AAToTi?format=jpg&name=small,https://x.com/Polinesmnfs/status/1950398528800641478/photo/2,https://pbs.twimg.com/media/GxE1FBpbYAABi5l?format=jpg&name=small,,,,,,,,https://x.com/Polinesmnfs/status/1950398528800641478/analytics,1 rb,https://abs-0.twimg.com/emoji/v2/svg/1f4cc.svg
Unesa Menfess,https://x.com/unesa_fess,https://pbs.twimg.com/profile_images/1830136269843861504/gbzUYfIc_bigger.jpg,https://x.com/unesa_fess,@unesa_fess,·,21j,klo aku open po,https://abs-0.twimg.com/emoji/v2/svg/1f90f.svg,https://x.com/unesa_fess/status/1958065989611823249,baso,aci,5k an pada mau gak rek! kira kira,,,,,https://x.com/unesa_fess/status/1958065989611823249/photo/1,https://pbs.twimg.com/media/Gyxyo-tX0AAajxA?format=jpg&name=900x900,,,,,3,,,https://x.com/unesa_fess/status/1958065989611823249/analytics,828,
baso aci tiga ribu,https://x.com/basoaci3ribu,https://pbs.twimg.com/profile_images/1833812148310679552/XOEHGsFF_bigger.jpg,https://x.com/basoaci3ribu,@basoaci3ribu,·,14j,pake beginian ke bawah ((mau ambil kopi)) malah ketemu DOKTER IGD WICIS DOKTER ISIP COWO ya allah malu....,,https://x.com/basoaci3ribu/status/1958174762922094986,,,,,,,,https://x.com/basoaci3ribu/status/1958174762922094986/photo/1,https://pbs.twimg.com/media/GyzVkOgb0AA_VMZ?format=jpg&name=medium,,,,,3,,,https://x.com/basoaci3ribu/status/1958174762922094986/analytics,144,
𝑅𝒶𝓃,https://x.com/inihairan,https://pbs.twimg.com/profile_images/1953756936358539264/0XxYqDA7_bigger.jpg,https://x.com/inihairan,@inihairan,·,14 Agt,—,https://abs-0.twimg.com/emoji/v2/svg/1f352.svg,https://x.com/inihairan/status/1955911486897054096,BASO,ACI,KEJU,,,https://x.com/inihairan/status/1955911486897054096/photo/1,https://pbs.twimg.com/media/GyTLIBha4AMZr7c?format=jpg&name=small,https://x.com/inihairan/status/1955911486897054096/photo/2,https://pbs.twimg.com/media/GyTLIBna4AMqnCr?format=jpg&name=small,,,,Membalas,1,1,6,https://x.com/inihairan/status/1955911486897054096/analytics,502,https://abs-0.twimg.com/emoji/v2/svg/1f36c.svg
baso aci tiga ribu,https://x.com/basoaci3ribu,https://pbs.twimg.com/profile_images/1833812148310679552/XOEHGsFF_bigger.jpg,https://x.com/basoaci3ribu,@basoaci3ribu,·,6 Agt,masker ini di dlm ak ksi minyak telon + dobel masker pke masker yg dipake pasien TB it ttp MASUK BAUNYA,,https://x.com/basoaci3ribu/status/1953023059633541177,,,,,,,,https://x.com/basoaci3ribu/status/1953023059633541177/photo/1,https://pbs.twimg.com/media/GxqIHrda0AAbuqf?format=jpg&name=medium,,,,,1,9,,https://x.com/basoaci3ribu/status/1953023059633541177/analytics,406,
SissiEmperatriz,https://x.com/GabyLob,https://pbs.twimg.com/profile_images/1718184441288298496/q3xpHz53_bigger.jpg,https://x.com/GabyLob,@GabyLob,·,27-Jan,"Averigüen qué es el Bacha Bazi y quienes lo practican…

Bueno, los ayudo:

(…) es un término en jerga pastún que se refiere al sexo entre hombres mayores y bailarines varones adolescentes y prepúberes en Afganistán. En este acto, los bailarines, también llamados niños danzantes",,https://x.com/GabyLob/status/1883812487117644019,Tampilkan lebih banyak,,,,,,https://pbs.twimg.com/amplify_video_thumb/1883812427432697856/img/Yme1FefKInwFwx7A.jpg,,,,,,,467,1 rb,1 rb,https://x.com/GabyLob/status/1883812487117644019/analytics,225 rb,https://abs-0.twimg.com/emoji/v2/svg/1f1ee-1f1f1.svg
ichut,https://x.com/Annichut,https://pbs.twimg.com/profile_images/1875380846473179138/RLqYekOL_bigger.jpg,https://x.com/Annichut,@Annichut,·,18-Feb-19,-,,https://x.com/Annichut/status/1097465793791455232,̗̀Baso,Aci,"Ala Aku   ̖́  -
Bahan :
—● 4 sdm tepung tapioka (rose brand)
—● 2 sdm tepung terigu (segitiga biru)
—● garam, lada, penyedap rasa secukupnya
—● bumbu instan kuah bakso (mama suka)
—● 2 helai daun bawang & seledri
—● tahu goreng
—● air panas secukupnya",,,https://x.com/Annichut/status/1097465793791455232/photo/1,https://pbs.twimg.com/media/Dzr7Tv6UYAAeziT?format=jpg&name=900x900,,,,,,,3,50,217,https://x.com/Annichut/status/1097465793791455232/analytics,,https://abs-0.twimg.com/emoji/v2/svg/1f451.svg
Riva,https://x.com/skyecloudys,https://pbs.twimg.com/profile_images/1908326935358545920/HBBxgL7x_bigger.jpg,https://x.com/skyecloudys,@skyecloudys,·,25-Jul,,,https://x.com/skyecloudys/status/1948596447987073306,baso,aci,,,,https://x.com/skyecloudys/status/1948596447987073306/photo/1,https://pbs.twimg.com/media/GwrOJLybgAEhILP?format=jpg&name=small,,,,,,,5,6,,https://x.com/skyecloudys/status/1948596447987073306/analytics,303,
GUIS,https://x.com/FOOD_FESS,https://pbs.twimg.com/profile_images/1475459335706726401/hqyNcS9F_bigger.jpg,https://x.com/FOOD_FESS,@FOOD_FESS,·,11 Agt,"tadi sore mau jajan street food tapi hujan dari ashar, alhasil bikin sendiri aja guis sender bikin",,https://x.com/FOOD_FESS/status/1954879284503269806,baso,aci,pake oatmeal (keliatan flat soalnya pake bahan yg ada di rumah aja) met makan semuaa,,,https://x.com/FOOD_FESS/status/1954879284503269806/photo/1,https://pbs.twimg.com/media/GyEgWXNXAAEBEdI?format=jpg&name=900x900,,,,,Otomatis,,5,2,24,https://x.com/FOOD_FESS/status/1954879284503269806/analytics,5 rb,
baso aci tiga ribu,https://x.com/basoaci3ribu,https://pbs.twimg.com/profile_images/1833812148310679552/XOEHGsFF_bigger.jpg,https://x.com/basoaci3ribu,@basoaci3ribu,·,18 Agt,thx qpon,https://abs-0.twimg.com/emoji/v2/svg/1f44d-1f3fb.svg,https://x.com/basoaci3ribu/status/1957402052679651685,,,,,,,,https://x.com/basoaci3ribu/status/1957402052679651685/photo/1,https://pbs.twimg.com/media/GyoS0JibUAA3Oay?format=jpg&name=900x900,,,,,7,,,https://x.com/basoaci3ribu/status/1957402052679651685/analytics,296,
+,https://x.com/AkuSukaRacun,https://pbs.twimg.com/profile_images/1442651210830340098/ci2vu4cV_bigger.jpg,https://x.com/AkuSukaRacun,@AkuSukaRacun,·,29-Jul,,,https://x.com/AkuSukaRacun/status/1950060866541441166,baso,aci,dapet 10,,,,,https://x.com/AkuSukaRacun/status/1950060866541441166/photo/1,https://pbs.twimg.com/media/GxACBLgaYAAKuiE?format=jpg&name=900x900,,,,,1,,,https://x.com/AkuSukaRacun/status/1950060866541441166/analytics,275,
kanayaaa,https://x.com/nayaacantikkko,https://pbs.twimg.com/profile_images/1939526692038475776/bMUUHigf_bigger.jpg,https://x.com/nayaacantikkko,@nayaacantikkko,·,17 Agt,I love my man alias,https://abs-0.twimg.com/emoji/v2/svg/1f635-200d-1f4ab.svg,https://x.com/nayaacantikkko/status/1956780446856958265,baso,aci,and iqbal ramadhan,,,,,,,,,,,1,,,https://x.com/nayaacantikkko/status/1956780446856958265/analytics,163,
baso aci tiga ribu,https://x.com/basoaci3ribu,https://pbs.twimg.com/profile_images/1833812148310679552/XOEHGsFF_bigger.jpg,https://x.com/basoaci3ribu,@basoaci3ribu,·,19 Agt,abis nerima psien kll kepala moncrot tnp APD,https://abs-0.twimg.com/emoji/v2/svg/1f44d-1f3fb.svg,https://x.com/basoaci3ribu/status/1957505574930968965,,,,,,,,https://x.com/basoaci3ribu/status/1957505574930968965/photo/1,https://pbs.twimg.com/media/Gyp05l_acAARqjU?format=jpg&name=medium,,,,,,,,https://x.com/basoaci3ribu/status/1957505574930968965/analytics,201,
I N F I N I T A,https://x.com/infinitack,https://pbs.twimg.com/profile_images/1895107443425718272/nSR04FSI_bigger.jpg,https://x.com/infinitack,@infinitack,·,11 Mei,Bacha bazi significa “juego de niños”. Es esclavitud sexual infantil. Una tradición que se lleva a cabo con la complicidad de familias y autoridades. Las familias pobres venden a sus hijos a hombres poderosos y estos los “adoptan” para abusar de ellos durante años.,,https://x.com/infinitack/status/1921502387421778164,,,,,,https://x.com/infinitack/status/1921502387421778164/photo/1,https://pbs.twimg.com/media/GqqMPIEWcAAf_62?format=jpg&name=900x900,,,,,,Membalas,16,177,1 rb,https://x.com/infinitack/status/1921502387421778164/analytics,139 rb,
