style-scope_src,yt-simple-endpoint_href,style-scope,yt-simple-endpoint,yt-simple-endpoint_href_2,yt-core-attributed-string,ytcoreimagehost_src,style-scope_2,style-scope_3
https://yt3.ggpht.com/tSqSO6EIelgKy6sYSOU8XpKIlXO7diD8Pp-Z7d8SlqiWnMNYAMH0bkoimZ8tndQjcYMrhyz3yg=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@yaniputri4969,@yaniputri4969,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=Ugy9xHHbbt9nGL337JB4AaABAg,Salfok sama baju teteh yg ketat bgt,,62.0,
https://yt3.ggpht.com/0gzaLxu4ol_igAC0PAAMni4RmjYwBPxn96KSYi4k7STdOKZi17UYN2h01ed0aPdmrXo1b794ww=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@dapurmahen,@dapurmahen,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=Ugyau3U_pF5kBDin5TF4AaABAg,Menyala teh klo teteh yg makan baksonya merah merona,,2.0,
https://yt3.ggpht.com/RX6Jgjsuu3H6okM42F-tzyubJy65tHDu4HCrf7qDwDIjivePJgL8xYMgCLSPa379Fvvu7Czmc7g=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@catlovers8087,@catlovers8087,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=UgzyviBSyhnEdWPKral4AaABAg,Tetehh msh bs ttp kliatan langsingnya koq wlpn pake baju yg longgar,,54.0,
,https://www.youtube.com/@novytalestari2744,@novytalestari2744,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=UgxT67Or-NEYNDqetvh4AaABAg,"Teteh punten bajunya asa meuni ketat pisan, tth lbh bagus pake baju longgar, atau kemeja. Klo baju kaya gitu kaya abg, punten loh teh",,9.0,
,https://www.youtube.com/@GarutJabar-bz5li,@GarutJabar-bz5li,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=UgylyOK2K974xPeYBHd4AaABAg,Mantull pedagang nya juga pada ramah,,1.0,
,https://www.youtube.com/@ujlyln,@ujlyln,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=UgxMO_eh6-ggMYV1tJl4AaABAg,"ngiler, endul kayaknya.",,3.0,
,https://www.youtube.com/@RiaAyuIslamaya,@RiaAyuIslamaya,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=Ugx3P3C9pD2tXeITHmJ4AaABAg,Ihhh aku udah pernah makan disini! Emang enak banget pengen balik lagi ke Garut demi ini,,,
,https://www.youtube.com/@KuninganJabar-l8s,@KuninganJabar-l8s,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=UgwDnauGHSlmvewcKIt4AaABAg,"Assalamualaikum wr wb.teh shanty sayang dr dulu sampai sekarang klu liat YouTube teh shanty lg makan bakso slalu bikin ngiler,sampe2 waktu aku lg hamil 3 bln pengen bakso yg di makan teh shanty jd nya debay ngeces,mungin aku nya sampai hati ya kepengen nya",,,Terjemahkan ke bahasa Indonesia
,https://www.youtube.com/@SholahHilmi-sd6ev,@SholahHilmi-sd6ev,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=UgzF5v3abjpKKW8cnZ54AaABAg,Mantap betul....,,1.0,Terjemahkan ke bahasa Indonesia
,https://www.youtube.com/@atikamalia8926,@atikamalia8926,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=UgzYU6Pz7KiAfKyHPO54AaABAg,"semua yang berkomentar bener teh  
dilihat dari wajah aja teteh kelihatan cantik, itu udh cukup teh memanjakan mata netijen 
jangan ditambahin lagi, seperti pake pakean yang ngepres badan walaupun mungkin di 1 sisi teteh lagi seneng BB turun jadi lebih langsing, jadi pingin orang juga tau 
tapi lebih baik jangan lagi ya teh, cukup di video ini aja 

aku dan netijen lain yang mungkin akhirnya dianggap julid, mau turut minta maaf udh menegur teteh di kolom komentar",,1.0,
,https://www.youtube.com/@aizizahmvs4818,@aizizahmvs4818,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=UgyFZ9zPIkfiShpFzyB4AaABAg,Teteh kalo ke garut jgn lupa ke main ke cikajang cobain baso Aci CIVEYA ... Pokoknya cikajang tuh surganya kuliner,,1.0,
,https://www.youtube.com/@yayasetya148,@yayasetya148,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=Ugw4MebszvpPv_mcwah4AaABAg,Klo liat teteh makan bakso. Auto ngiler pokoknya,,,
,https://www.youtube.com/@herlinherlina6455,@herlinherlina6455,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=UgztAVcKmpu-hhT9aMR4AaABAg,Garuttt...emang tiada lawan dunia per baso an,,3.0,Terjemahkan ke bahasa Indonesia
,https://www.youtube.com/@mamarafifchannel4262,@mamarafifchannel4262,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=UgyFvOdwyl1BiT73QB94AaABAg,Teu nyeri patuangan kitu teh santi..setiap nuang baso sok amucuyyy...,,,Terjemahkan ke bahasa Indonesia
https://yt3.ggpht.com/q5P572-VEvRvUBadvNj6XNk6O9VgLyGRxnGfD-8edYwKvFokozQO9IORi4Tq5FdKVDZYc6a-p3g=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@novytalestari2744,@novytalestari2744,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=UgxT67Or-NEYNDqetvh4AaABAg,"Teteh punten bajunya asa meuni ketat pisan, tth lbh bagus pake baju longgar, atau kemeja. Klo baju kaya gitu kaya abg, punten loh teh",https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f60a.png,9.0,
https://yt3.ggpht.com/ytc/AIdro_lnBPtbP1wahUTibFBXckB9MmDz9iLbC7kjCu5F4WT8Mp6TLU2X-XMBvRB0tFwn3YlHnA=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@GarutJabar-bz5li,@GarutJabar-bz5li,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=UgylyOK2K974xPeYBHd4AaABAg,Mantull pedagang nya juga pada ramah,,1.0,
https://yt3.ggpht.com/610urRQgpUBIBRYLhS3S7N-6OoWmx9gZYdWL0r_hbce9QxZ5LI1H-b5XnMeLJzlLkDXpNbTnHa4=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@ujlyln,@ujlyln,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=UgxMO_eh6-ggMYV1tJl4AaABAg,"ngiler, endul kayaknya.",,3.0,
https://yt3.ggpht.com/ytc/AIdro_m918fMQuQafNrO722X9FbiSNZVdsWF1-IlTLK0L9iYPh0=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@RiaAyuIslamaya,@RiaAyuIslamaya,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=Ugx3P3C9pD2tXeITHmJ4AaABAg,Ihhh aku udah pernah makan disini! Emang enak banget pengen balik lagi ke Garut demi ini,https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f60d.png,,
https://yt3.ggpht.com/ytc/AIdro_lstB3YH641mvD7c0F5CsIK1VohS5sGjDHznzqAxeFzDrKoh35mwiEQPb1tQwNdxYWaWA=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@KuninganJabar-l8s,@KuninganJabar-l8s,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=UgwDnauGHSlmvewcKIt4AaABAg,"Assalamualaikum wr wb.teh shanty sayang dr dulu sampai sekarang klu liat YouTube teh shanty lg makan bakso slalu bikin ngiler,sampe2 waktu aku lg hamil 3 bln pengen bakso yg di makan teh shanty jd nya debay ngeces,mungin aku nya sampai hati ya kepengen nya",https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f602.png,,Terjemahkan ke bahasa Indonesia
https://yt3.ggpht.com/ytc/AIdro_kSGfJDEc-ehaGCvwnyuNBr8kfhML-Yew76Nj8hUUSrrke4-fZIU5cLYjQMy1xZcxRHzA=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@SholahHilmi-sd6ev,@SholahHilmi-sd6ev,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=UgzF5v3abjpKKW8cnZ54AaABAg,Mantap betul....,,1.0,Terjemahkan ke bahasa Indonesia
https://yt3.ggpht.com/ytc/AIdro_kkvK2uqj0uzGhf58xhQaP1SCJvLrwFJFeujyKIuATCykM=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@atikamalia8926,@atikamalia8926,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=UgzYU6Pz7KiAfKyHPO54AaABAg,"semua yang berkomentar bener teh  
dilihat dari wajah aja teteh kelihatan cantik, itu udh cukup teh memanjakan mata netijen 
jangan ditambahin lagi, seperti pake pakean yang ngepres badan walaupun mungkin di 1 sisi teteh lagi seneng BB turun jadi lebih langsing, jadi pingin orang juga tau 
tapi lebih baik jangan lagi ya teh, cukup di video ini aja 

aku dan netijen lain yang mungkin akhirnya dianggap julid, mau turut minta maaf udh menegur teteh di kolom komentar",,1.0,
https://yt3.ggpht.com/mExyS5hAElSagIX7msPDzS0FRCVMqo9pLBEf5WBiADhLmAyVxXp2DwavCkOtsE85hf7mLs2xdA=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@aizizahmvs4818,@aizizahmvs4818,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=UgyFZ9zPIkfiShpFzyB4AaABAg,Teteh kalo ke garut jgn lupa ke main ke cikajang cobain baso Aci CIVEYA ... Pokoknya cikajang tuh surganya kuliner,https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f605.png,1.0,
https://yt3.ggpht.com/ytc/AIdro_k2-yhx9MEDYXzD5lOZfF0OISXAapFLhIhuyRIl9p8=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@yayasetya148,@yayasetya148,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=Ugw4MebszvpPv_mcwah4AaABAg,Klo liat teteh makan bakso. Auto ngiler pokoknya,,,
https://yt3.ggpht.com/fRrsaBqVAP3zz2tJQ3PXJ87_COjW_HVXOBgFp30sKmKxoD9YcyI12g2ciqOTQ7TRGJCW1d4N=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@herlinherlina6455,@herlinherlina6455,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=UgztAVcKmpu-hhT9aMR4AaABAg,Garuttt...emang tiada lawan dunia per baso an,https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f389.png,3.0,Terjemahkan ke bahasa Indonesia
https://yt3.ggpht.com/GC_ok7vIvTftNPZK794YyyfMZDLm_PLdzBxp4y20IiZ8i5-oAogztsV9rGIqfHwUfuStX1oMog=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@mamarafifchannel4262,@mamarafifchannel4262,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=UgyFvOdwyl1BiT73QB94AaABAg,Teu nyeri patuangan kitu teh santi..setiap nuang baso sok amucuyyy...,https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f60a.png,,Terjemahkan ke bahasa Indonesia
https://yt3.ggpht.com/ytc/AIdro_mr37oRls3u6k7EE_8gDqBxn_k1Cw9-a1KK79pSS85YEcYWkOxBOW-pyk2xx5PX-pxcIw=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@Ploraara,@Ploraara,1 tahun yang lalu (diedit),https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=UgyAFpVKYOK5oOJXWGR4AaABAg&pp=0gcJCSMANpG00pGi,"Bakso aci gaul emang enak teh, bikin ngiler komplit baksonya klo udh mampir pasti ketagihan deh",https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f924.png,,
https://yt3.ggpht.com/NazPoO70p4CBpzBEMk2gvDZ_mMIpnu5Sj_AXsei5bqvYaffuZhTemusx2ufJqGXW3rmIsDVKNw=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@surahmikartika,@surahmikartika,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=UgxrT1gMl1tGrGpm_ZB4AaABAg,Alhamdulillah kenyang liat teh shanty makan bakso... Sehat selalu buat teh shanty,https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f64f.png,,
https://yt3.ggpht.com/WJiNmUdwlr5t3atCO5wX4IG-KMfGiE0_S9_a0x2fu-81yovqQpmuhdGTCxLcrygIqQIYVc6Hr7w=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@Indahtriana1234,@Indahtriana1234,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=Ugw3eU1Nyt3k0MJ5shd4AaABAg,udah kayak baju renang teh pakaian yg di gunakan,,53.0,
https://yt3.ggpht.com/ytc/AIdro_lMF6e1YxbR__1TBCarFg7dhL9EUUBY0MQMymveJXwkDlWA7mNFLwm4F6AggfNTzLS9Sg=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@ItarAgustin-hx9pr,@ItarAgustin-hx9pr,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=Ugx2VGXmhRjiL0GtRAR4AaABAg&pp=0gcJCSMANpG00pGi,Tth bikin ngiler wae aduhhhh jadi hyong uih ka garut jjan baso,,,Terjemahkan ke bahasa Indonesia
https://yt3.ggpht.com/ytc/AIdro_kIL0PbdYr_CL6OIrkzrjH2TCZ_lqE73iKbnNaujstvAqg=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@novitaandrian1221,@novitaandrian1221,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=Ugzv9AhvDZwVLChP4tF4AaABAg,"lepas dari komen baju yg ketat , aku salfok sama kerudung putih, rata rata pake kerudung putih terus tp wajahnya cerah , terus makannya rapi padahal kuah"" tp kerudung putihnya on terus .. mantap",,,
,https://www.youtube.com/@nurfadilah7181,@nurfadilah7181,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=UgwCV4GMcuZann7lcIt4AaABAg,Mantap baso aci gaul emang mantul,,,
,https://www.youtube.com/@muthiadara792,@muthiadara792,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=Ugy3h4AfDY7cXMr7IJR4AaABAg,Cara makan bakso nya anteng jadi pengen nonton teh santi pas mkn bakso..biasa nya klo makan bakso ak teh ga seanteng itu dikit2 minum Ak tuh teh,,,
,https://www.youtube.com/@Benzyianida,@Benzyianida,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=UgyxJpdlq9CvDP9eifF4AaABAg,Iyaaa teteh... Bajunya makin kesini,,9.0,
,https://www.youtube.com/@MujiSamuji-ic4zc,@MujiSamuji-ic4zc,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=UgycdKi2xELH6EIwyQJ4AaABAg,"seger gurih '
teteh makan trs tp langsing trs",,1.0,Terjemahkan ke bahasa Indonesia
,https://www.youtube.com/@pepengsutff7534,@pepengsutff7534,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=Ugwfd2wBt7_jpxd-M954AaABAg,"Naon we nya ada ku rariweuh, kararomen we hayoh, lanjut th Shanty ahhh cusss",,,Terjemahkan ke bahasa Indonesia
,https://www.youtube.com/@SahrinaPajriah,@SahrinaPajriah,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=UgyzAZ0JkKiSFePTld14AaABAg,racikan baso y th. Mantep bnget. Sama kaya aku klw ngeracik baso kya th santi misdasem,,,
,https://www.youtube.com/@firnafernika7300,@firnafernika7300,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=UgzT5JelYmNYAzkccyh4AaABAg&pp=0gcJCSMANpG00pGi,"teteh cocok kalo pake kameja yg longgar yang panjangnya sampai paha gitu, kelihatan  elegant dan berkelas…., kalo gini mah hmmm punten haturnuhun…",,7.0,Terjemahkan ke bahasa Indonesia
,https://www.youtube.com/@lendyhambalie6515,@lendyhambalie6515,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=Ugw-_RTnCU4s_VoDQW14AaABAg,Meni ngaruyy,,,Terjemahkan ke bahasa Indonesia
,https://www.youtube.com/@niaagnia4035,@niaagnia4035,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=UgybdO6aZ2RV2rQe-iR4AaABAg,"Wa'alaikum Salam Tteh...
Masya Alloh Selalu Ngiler Pko Nyaa",,1.0,Terjemahkan ke bahasa Indonesia
,https://www.youtube.com/@RinisrirahayuRahayu,@RinisrirahayuRahayu,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=UgydP8b0dqvlXBffUkR4AaABAg,"teh cobain dibelakang GP bakso enak banget merekah baksonya,,sambelnya mantepp pisan teh,,,cobian teh geura",,,Terjemahkan ke bahasa Indonesia
,https://www.youtube.com/@kikisakinah787,@kikisakinah787,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=Ugxd0d5KRFE6MUkBWTp4AaABAg,Tth klo ga slh ud pernh revew tmpt ini ya?Tp ttp ak nikmati  ntn lagi da kabita,,,
,https://www.youtube.com/@reniwiniartini390,@reniwiniartini390,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=UgyuvfTrkmI-hjlUMbp4AaABAg,"Si ibu penjual ikut eksis, mumpung nya bu aya artis makan bakso aci di warung tambah laris nya buu",,,
,https://www.youtube.com/@didisukardi4185,@didisukardi4185,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=UgzwoeXHiz6ee3AKxKZ4AaABAg,Assalamualaikum teh Shanti ini mah cuman saran aja kalau pake hijab pakaian nya jangan yang ketat harus di sesuaikan tidak enak d pandang teh,,310.0,
https://yt3.ggpht.com/ytc/AIdro_n1guDiz8iQIUgFGnmh5VA5PJlNSiWQwX3Ik0ywlPv8JUDRXZiF6wxDvbC7F3YSi1BdlA=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@nurfadilah7181,@nurfadilah7181,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=UgwCV4GMcuZann7lcIt4AaABAg,Mantap baso aci gaul emang mantul,,,
https://yt3.ggpht.com/ytc/AIdro_meZQDvkVwIytlz05tUr4sKYRoxduo30MYm6fDWZDFwo5Dx5x44u4bpmQY2f_R4uW4yGQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@muthiadara792,@muthiadara792,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=Ugy3h4AfDY7cXMr7IJR4AaABAg,Cara makan bakso nya anteng jadi pengen nonton teh santi pas mkn bakso..biasa nya klo makan bakso ak teh ga seanteng itu dikit2 minum Ak tuh teh,https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f602.png,,
https://yt3.ggpht.com/1ubDMF96izTSsMgB1KE7e8spy86CikKonW6R4mYtzFry0zwU0c6eWYfozYNFKjawyVpkc7UqtA=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@Benzyianida,@Benzyianida,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=UgyxJpdlq9CvDP9eifF4AaABAg,Iyaaa teteh... Bajunya makin kesini,,9.0,
https://yt3.ggpht.com/gAjYcdvsXEUIjMRNdh8ebToIaG9t5hiZNX002H5jO4gauDiaXR5WaPZDBco_ppSTFrmXzmqBcQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@MujiSamuji-ic4zc,@MujiSamuji-ic4zc,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=UgycdKi2xELH6EIwyQJ4AaABAg,"seger gurih '
teteh makan trs tp langsing trs",https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f602.png,1.0,Terjemahkan ke bahasa Indonesia
https://yt3.ggpht.com/ytc/AIdro_kWs6MD0bSk1KdmkOUxJW6iMA_nWBCZ2RLISTc023pUH-y7G0XJUN9DGZy6oFjSPt-GnA=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@pepengsutff7534,@pepengsutff7534,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=Ugwfd2wBt7_jpxd-M954AaABAg,"Naon we nya ada ku rariweuh, kararomen we hayoh, lanjut th Shanty ahhh cusss",,,Terjemahkan ke bahasa Indonesia
https://yt3.ggpht.com/pUzpqZ04cMb5gUblwtolLPmbrvTLoEvGV-4vj7JbOFPUHj1nZHpBB5UvLSFh9j5g74ePDTS6=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@SahrinaPajriah,@SahrinaPajriah,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=UgyzAZ0JkKiSFePTld14AaABAg,racikan baso y th. Mantep bnget. Sama kaya aku klw ngeracik baso kya th santi misdasem,,,
https://yt3.ggpht.com/ytc/AIdro_l_t2LR48hOTwW63vToxc0lSKpxJFvASL5hafjvkqQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@firnafernika7300,@firnafernika7300,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=UgzT5JelYmNYAzkccyh4AaABAg&pp=0gcJCSMANpG00pGi,"teteh cocok kalo pake kameja yg longgar yang panjangnya sampai paha gitu, kelihatan  elegant dan berkelas…., kalo gini mah hmmm punten haturnuhun…",,7.0,Terjemahkan ke bahasa Indonesia
https://yt3.ggpht.com/ytc/AIdro_kGbPZQnohjrivRMfMQkUz5mIkDxHfo1hVhrJQBiJc=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@lendyhambalie6515,@lendyhambalie6515,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=Ugw-_RTnCU4s_VoDQW14AaABAg,Meni ngaruyy,,,Terjemahkan ke bahasa Indonesia
https://yt3.ggpht.com/ytc/AIdro_kVrDUhBwT9mRE2gmGtChvxhznEB5UPX2XPBtWPAOOek_gveCxp4-WhcCMLH1t7oFAkEQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@niaagnia4035,@niaagnia4035,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=UgybdO6aZ2RV2rQe-iR4AaABAg,"Wa'alaikum Salam Tteh...
Masya Alloh Selalu Ngiler Pko Nyaa",https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f924.png,1.0,Terjemahkan ke bahasa Indonesia
https://yt3.ggpht.com/ytc/AIdro_ktgf3psRkAgKqgtBrHqhFCpTwn8CtlBGMPzkRqQ28gVAm_OArHXAgXv_ztPUnBWg1sIA=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@RinisrirahayuRahayu,@RinisrirahayuRahayu,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=UgydP8b0dqvlXBffUkR4AaABAg,"teh cobain dibelakang GP bakso enak banget merekah baksonya,,sambelnya mantepp pisan teh,,,cobian teh geura",https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f924.png,,Terjemahkan ke bahasa Indonesia
https://yt3.ggpht.com/76VpzoRb9Him9v1f4uOJr4kzSMcqOMKY5nT2r5xveJHVBh5hHD2nmU7zEHqFUlFhVp-p4QkF=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@kikisakinah787,@kikisakinah787,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=Ugxd0d5KRFE6MUkBWTp4AaABAg,Tth klo ga slh ud pernh revew tmpt ini ya?Tp ttp ak nikmati  ntn lagi da kabita,https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f60d.png,,
https://yt3.ggpht.com/ytc/AIdro_mJH-xUlCPlHroyGOZb3MZh_N0Gd3xTVajfRvsPBdw=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@reniwiniartini390,@reniwiniartini390,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=UgyuvfTrkmI-hjlUMbp4AaABAg,"Si ibu penjual ikut eksis, mumpung nya bu aya artis makan bakso aci di warung tambah laris nya buu",https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f44d.png,,
https://yt3.ggpht.com/ytc/AIdro_ngNqizYOud6aSIHNfa5qfqgymXHrZkcExVgeb96S0=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@didisukardi4185,@didisukardi4185,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=UgzwoeXHiz6ee3AKxKZ4AaABAg,Assalamualaikum teh Shanti ini mah cuman saran aja kalau pake hijab pakaian nya jangan yang ketat harus di sesuaikan tidak enak d pandang teh,https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f64f.png,310.0,
https://yt3.ggpht.com/ytc/AIdro_lsliUvef9WDLcjlD4BDFywDJUyS6B6NK-MbpE0THGqDMY=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@mamiifeh346,@mamiifeh346,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=Ugw8ZaD5ndx2mWK_sU94AaABAg,Ngiler teh..,https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f62d.png,1.0,
https://yt3.ggpht.com/ytc/AIdro_lE-2v4pt1Am5Vt4Pedf4xjFjaVCExlg_cJVl7OY2xcwvV1BhXRzUSHIHLwFa5dONFuTw=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@BintangIt-is7bq,@BintangIt-is7bq,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=UgxXxjiM26cHLHc37bh4AaABAg,"Betul sih pas td pertama buka  kontennya lgsg dalam hati bilang baju nya ketat sekali. 
Apalgi jilbab model bgtu.. 
Tmbah tidak menutupi bagian yg ketat..",,,
https://yt3.ggpht.com/ytc/AIdro_lkDhfR4IQoQOti0IosPsSAEqhLLgtyGqmMmRGIpKBIdhtOTK_iy1Z_GU0MKBc9sh8dlA=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@risnanurdianto9651,@risnanurdianto9651,1 tahun yang lalu,https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=UgwqbQDmwbAf-vg7C0N4AaABAg,Teh shanty skrg sering bgt pake baju ngetat,https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f64f.png,4.0,
https://yt3.ggpht.com/ytc/AIdro_lxaNvLVqzWLCnKdQU-ronADgI0K-vaPx3vnl9DELDBrnU=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@afajarnugraha4411,@afajarnugraha4411,1 tahun yang lalu (diedit),https://www.youtube.com/watch?v=W0UQDgyxNDg&lc=Ugx5eijriaDALON10xt4AaABAg,"Dari zaman SMP masih bertahan ini bakso aci gaul, keren",https://www.youtube.com/s/gaming/emoji/7ff574f2/emoji_u1f44c.png,,
