x1i10hfl_href,x193iq5w,xdj266r,x1i10hfl,x1i10hfl_href_3,xi81zsa,xz74otr_src,xz74otr_src_2
https://www.facebook.com/sarah.putrie.94?comment_id=Y29tbWVudDozOTE5OTA0Nzg5NTYxODNfNDA3MTU3MjU3NDM5NTA1&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Umi Kalsum Umi,,3 tahun,https://www.facebook.com/tanboykun/videos/564220001513687/?comment_id=407157257439505&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Suka,https://scontent-cgk1-1.xx.fbcdn.net/v/t39.1997-6/105477841_783322748868902_8757407580958051088_n.png?stp=dst-png_p403x403&_nc_cat=106&ccb=1-7&_nc_sid=ba09c1&_nc_eui2=AeGmmCtdOEInVD9xfBasNv84wHfPgO8cwDvAd8-A7xzAO9oTMVxH2l1ibRxSztDyVR65wejRXbWKFr7G3eoQA-7J&_nc_ohc=eC9o1YpcqsQQ7kNvwE4UBCn&_nc_oc=Adnyv6HEqqm10_V4SSFzSluA3Qij4ZcBFleMqO4aWIT8sK31wxPfSMwfwSAsHt_WDy4&_nc_zt=26&_nc_ht=scontent-cgk1-1.xx&_nc_gid=FmrAed1ejoy38pco9DBSDQ&oh=00_AfUojW6nUMa8szxhGhOiOB-S5i9ImiXR6D7Xp4ZWDCIFEg&oe=68B19106,
https://www.facebook.com/wulannurjihann?comment_id=Y29tbWVudDozOTE5OTA0Nzg5NTYxODNfMzkzOTM4ODU1NDI4MDEy&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Wulan Nurjihan,,3 tahun,https://www.facebook.com/tanboykun/videos/564220001513687/?comment_id=393938855428012&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Suka,,
https://www.facebook.com/safitri.fitri.167447?comment_id=Y29tbWVudDozOTE5OTA0Nzg5NTYxODNfMzkzMzU1MzY1NDg2MzYx&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Safitri Fitri,Dia mkn gue yg kenyang,3 tahun,https://www.facebook.com/tanboykun/videos/564220001513687/?comment_id=393355365486361&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Suka,,
https://www.facebook.com/bayu.ajaa1?comment_id=Y29tbWVudDozOTE5OTA0Nzg5NTYxODNfMzkzMzExODcyMTU3Mzc3&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Bayu Digda NyoJoe,Tolol,3 tahun,https://www.facebook.com/tanboykun/videos/564220001513687/?comment_id=393311872157377&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Suka,,
https://www.facebook.com/respriyan?comment_id=Y29tbWVudDozOTE5OTA0Nzg5NTYxODNfMzkzMzA1NTM4ODI0Njc3&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Respriyan Dilan,,3 tahun,https://www.facebook.com/tanboykun/videos/564220001513687/?comment_id=393305538824677&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Suka,https://static.xx.fbcdn.net/images/emoji.php/v9/td3/1/16/1f924.png,https://static.xx.fbcdn.net/images/emoji.php/v9/td3/1/16/1f924.png
https://www.facebook.com/profile.php?id=100054911683996&comment_id=Y29tbWVudDozOTE5OTA0Nzg5NTYxODNfMzkzMjU0NzMyMTYzMDkx&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Riski Riski,Ngak kasihan bg sama bibir nya,3 tahun,https://www.facebook.com/tanboykun/videos/564220001513687/?comment_id=393254732163091&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Suka,,
https://www.facebook.com/ria.b.damanik?comment_id=Y29tbWVudDozOTE5OTA0Nzg5NTYxODNfMzkyODYyMjg1NTM1NjY5&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Hesty Boru Damanik,,3 tahun,https://www.facebook.com/tanboykun/videos/564220001513687/?comment_id=392862285535669&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Suka,https://scontent-cgk1-1.xx.fbcdn.net/v/t39.1997-6/105477841_783322748868902_8757407580958051088_n.png?stp=dst-png_p403x403&_nc_cat=106&ccb=1-7&_nc_sid=ba09c1&_nc_eui2=AeGmmCtdOEInVD9xfBasNv84wHfPgO8cwDvAd8-A7xzAO9oTMVxH2l1ibRxSztDyVR65wejRXbWKFr7G3eoQA-7J&_nc_ohc=eC9o1YpcqsQQ7kNvwE4UBCn&_nc_oc=Adnyv6HEqqm10_V4SSFzSluA3Qij4ZcBFleMqO4aWIT8sK31wxPfSMwfwSAsHt_WDy4&_nc_zt=26&_nc_ht=scontent-cgk1-1.xx&_nc_gid=FmrAed1ejoy38pco9DBSDQ&oh=00_AfUojW6nUMa8szxhGhOiOB-S5i9ImiXR6D7Xp4ZWDCIFEg&oe=68B19106,
https://www.facebook.com/ria.b.damanik?comment_id=Y29tbWVudDozOTE5OTA0Nzg5NTYxODNfMzkyODYyMjIyMjAyMzQy&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Hesty Boru Damanik,,3 tahun,https://www.facebook.com/tanboykun/videos/564220001513687/?comment_id=392862222202342&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Suka,https://scontent-cgk1-1.xx.fbcdn.net/v/t39.1997-6/105477841_783322748868902_8757407580958051088_n.png?stp=dst-png_p403x403&_nc_cat=106&ccb=1-7&_nc_sid=ba09c1&_nc_eui2=AeGmmCtdOEInVD9xfBasNv84wHfPgO8cwDvAd8-A7xzAO9oTMVxH2l1ibRxSztDyVR65wejRXbWKFr7G3eoQA-7J&_nc_ohc=eC9o1YpcqsQQ7kNvwE4UBCn&_nc_oc=Adnyv6HEqqm10_V4SSFzSluA3Qij4ZcBFleMqO4aWIT8sK31wxPfSMwfwSAsHt_WDy4&_nc_zt=26&_nc_ht=scontent-cgk1-1.xx&_nc_gid=FmrAed1ejoy38pco9DBSDQ&oh=00_AfUojW6nUMa8szxhGhOiOB-S5i9ImiXR6D7Xp4ZWDCIFEg&oe=68B19106,
https://www.facebook.com/ria.b.damanik?comment_id=Y29tbWVudDozOTE5OTA0Nzg5NTYxODNfMzkyODYyMTc1NTM1Njgw&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Hesty Boru Damanik,,3 tahun,https://www.facebook.com/tanboykun/videos/564220001513687/?comment_id=392862175535680&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Suka,https://scontent-cgk1-1.xx.fbcdn.net/v/t39.1997-6/105477841_783322748868902_8757407580958051088_n.png?stp=dst-png_p403x403&_nc_cat=106&ccb=1-7&_nc_sid=ba09c1&_nc_eui2=AeGmmCtdOEInVD9xfBasNv84wHfPgO8cwDvAd8-A7xzAO9oTMVxH2l1ibRxSztDyVR65wejRXbWKFr7G3eoQA-7J&_nc_ohc=eC9o1YpcqsQQ7kNvwE4UBCn&_nc_oc=Adnyv6HEqqm10_V4SSFzSluA3Qij4ZcBFleMqO4aWIT8sK31wxPfSMwfwSAsHt_WDy4&_nc_zt=26&_nc_ht=scontent-cgk1-1.xx&_nc_gid=FmrAed1ejoy38pco9DBSDQ&oh=00_AfUojW6nUMa8szxhGhOiOB-S5i9ImiXR6D7Xp4ZWDCIFEg&oe=68B19106,
https://www.facebook.com/ghonder.ghonder?comment_id=Y29tbWVudDozOTE5OTA0Nzg5NTYxODNfMzkyODE4NDI4ODczMzg4&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Denalisya Hasiholan Damanik,,3 tahun,https://www.facebook.com/tanboykun/videos/564220001513687/?comment_id=392818428873388&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Suka,https://static.xx.fbcdn.net/images/emoji.php/v9/td3/1/16/1f924.png,https://static.xx.fbcdn.net/images/emoji.php/v9/td3/1/16/1f924.png
https://www.facebook.com/maun.kingers?comment_id=Y29tbWVudDozOTE5OTA0Nzg5NTYxODNfMzkyODAxMjI4ODc1MTA4&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Maun Kingers,Beki kanu barangjakan,3 tahun,https://www.facebook.com/tanboykun/videos/564220001513687/?comment_id=392801228875108&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Suka,,
https://www.facebook.com/sari.n.santi?comment_id=Y29tbWVudDozOTE5OTA0Nzg5NTYxODNfMzkyNjgzNjc1NTUzNTMw&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Sari Nur Santi,Sampe segitunya cari uang,3 tahun,https://www.facebook.com/tanboykun/videos/564220001513687/?comment_id=392683675553530&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Suka,,
https://www.facebook.com/sosi.elga?comment_id=Y29tbWVudDozOTE5OTA0Nzg5NTYxODNfMzkyNjEzMDc4ODkzOTIz&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Sosi Elga,Senang sekali menyiksa diri,3 tahun,https://www.facebook.com/tanboykun/videos/564220001513687/?comment_id=392613078893923&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Suka,,
https://www.facebook.com/dell.della.7906?comment_id=Y29tbWVudDozOTE5OTA0Nzg5NTYxODNfMzkyNjAxNTY1NTYxNzQx&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Dell Della,Jadi ngilerr,3 tahun,https://www.facebook.com/tanboykun/videos/564220001513687/?comment_id=392601565561741&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Suka,,https://static.xx.fbcdn.net/images/emoji.php/v9/t10/1/16/1f624.png
https://www.facebook.com/herrywahyu.ii?comment_id=Y29tbWVudDozOTE5OTA0Nzg5NTYxODNfMzkyNTY0MTY4ODk4ODE0&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Wahyu Bulukumba,Sayangi tu lambumg tanboy kun,3 tahun,https://www.facebook.com/tanboykun/videos/564220001513687/?comment_id=392564168898814&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Suka,,
https://www.facebook.com/ana.hanna.77736?comment_id=Y29tbWVudDozOTE5OTA0Nzg5NTYxODNfMzkyNTUwMjA1NTY2ODc3&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Ana Hanna,Otw ngeceeeeeeeees...,3 tahun,https://www.facebook.com/tanboykun/videos/564220001513687/?comment_id=392550205566877&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Suka,https://static.xx.fbcdn.net/images/emoji.php/v9/td3/1/16/1f924.png,https://static.xx.fbcdn.net/images/emoji.php/v9/td3/1/16/1f924.png
https://www.facebook.com/lia.wulandari.90260?comment_id=Y29tbWVudDozOTE5OTA0Nzg5NTYxODNfMzkyNTQ4NTg1NTY3MDM5&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Iiaa Iiaa,,3 tahun,https://www.facebook.com/tanboykun/videos/564220001513687/?comment_id=392548585567039&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Suka,https://scontent-cgk2-1.xx.fbcdn.net/v/t39.1997-6/72083751_2363268373925829_8404191919466348544_n.png?stp=dst-png_p240x240&_nc_cat=102&ccb=1-7&_nc_sid=ba09c1&_nc_eui2=AeFDs1YmGvWpT8VosmOaXo-ueddtWJ_ZlH95121Yn9mUf2SmWdLWUrX6D7fPQqwk6V8UVP43KQryXmEBp15iRfxc&_nc_ohc=ht1egKxPWUgQ7kNvwG4KTzH&_nc_oc=AdnS-QQvRU6vhADWldFnhCsPavrpOJTH6SMpnz1HRjjkQPEv2Uy8bCO0NbRdu0tF6fM&_nc_zt=26&_nc_ht=scontent-cgk2-1.xx&_nc_gid=m_jzaYprRuMzRW0ZNME3LQ&oh=00_AfULDFoxie4NWLsOM5eQLg1aMbnjVQmAeAGy3vGMx5T-DQ&oe=68B19A4E,
https://www.facebook.com/ladu.gestavo?comment_id=Y29tbWVudDozOTE5OTA0Nzg5NTYxODNfMzkyNDk2ODc1NTcyMjEw&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Dani Geztavo,Mantap,3 tahun,https://www.facebook.com/tanboykun/videos/564220001513687/?comment_id=392496875572210&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Suka,,
https://www.facebook.com/amelia.rahmad.969?comment_id=Y29tbWVudDozOTE5OTA0Nzg5NTYxODNfMzkyMjk3Mzk1NTkyMTU4&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Amelia Rahmad,Rakus,3 tahun,https://www.facebook.com/tanboykun/videos/564220001513687/?comment_id=392297395592158&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Suka,,
https://www.facebook.com/ArsyaKastoree?comment_id=Y29tbWVudDozOTE5OTA0Nzg5NTYxODNfMzkyMjA3ODc1NjAxMTEw&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Erin Ar,Allahuma sholi ala sayidina Muhammad wa ala ali sayyidina muhammad. Bissmillah,3 tahun,https://www.facebook.com/tanboykun/videos/564220001513687/?comment_id=392207875601110&__cft__[0]=AZX6Sh3GRiG06uNDLYESSYzGWkS9N-ZL9vu6VaLUmYAH2Wk2GkKwo7iK3KVvwnGkJ1SkfTUux1bF39mZmMmj6Vs4J4vrHdt05eynAfbwgjos6Nssuju8SsR5XFWVLU12l5C_TKFS3v68ui4KS1iv5rWa1F7_W453Cj93b-RPNieVxH9sHiAc5IXzHRFBJ8i8m5k&__tn__=R]-R,Suka,,
